Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -6.9433      -6.9792       0.0359   277.9
0.0500          -6.9651      -7.0394       0.0744   575.3
0.1000          -6.9641      -7.0401       0.0760   587.9
0.1500          -6.9516      -7.0393       0.0876   678.0
0.2000          -6.9243      -7.0295       0.1052   813.8
0.2500          -6.8901      -7.0144       0.1243   961.5
0.3000          -6.8508      -6.9832       0.1324  1024.0
0.3500          -6.8127      -6.9849       0.1722  1332.3
0.4000          -6.7703      -6.9757       0.2054  1589.3
0.4500          -6.7266      -6.9503       0.2237  1730.9
0.5000          -6.6813      -6.9143       0.2331  1803.0
0.5500          -6.6331      -6.8914       0.2583  1998.5
0.6000          -6.5869      -6.8802       0.2933  2269.4
0.6500          -6.5454      -6.8720       0.3266  2526.7
0.7000          -6.4966      -6.7964       0.2997  2318.6
0.7500          -6.4486      -6.7957       0.3470  2684.6
0.8000          -6.3992      -6.8019       0.4027  3115.1
0.8500          -6.3393      -6.7029       0.3636  2812.8
0.9000          -6.2947      -6.7036       0.4089  3163.5
0.9500          -6.2307      -6.6540       0.4232  3274.3
1.0000          -6.1617      -6.5639       0.4022  3111.3
1.0500          -6.1185      -6.5717       0.4531  3505.6
1.1000          -6.0810      -6.5929       0.5119  3960.6
1.1500          -6.0477      -6.5298       0.4821  3729.6
1.2000          -6.0256      -6.5455       0.5198  4021.6
1.2500          -6.0106      -6.4891       0.4785  3701.9
1.3000          -5.9951      -6.4852       0.4901  3791.9
1.3500          -5.9806      -6.5052       0.5246  4058.4
1.4000          -5.9641      -6.5084       0.5443  4211.2
1.4500          -5.9657      -6.5070       0.5412  4187.2
1.5000          -5.9829      -6.5335       0.5506  4259.8
1.5500          -6.0037      -6.5888       0.5851  4526.7
1.6000          -6.0181      -6.5346       0.5165  3995.9
1.6500          -6.0216      -6.5937       0.5721  4426.0
1.7000          -6.0180      -6.5487       0.5308  4106.4
1.7500          -6.0352      -6.5685       0.5332  4125.4
1.8000          -6.0164      -6.5078       0.4915  3802.0
1.8500          -6.0004      -6.5284       0.5280  4085.1
1.9000          -6.0145      -6.5445       0.5300  4100.3
1.9500          -5.9967      -6.5503       0.5537  4283.3
2.0000          -6.0006      -6.5162       0.5156  3988.6
2.0500          -6.0069      -6.5014       0.4945  3825.7
2.1000          -6.0153      -6.5944       0.5791  4480.1
2.1500          -6.0233      -6.5403       0.5169  3999.3
2.2000          -6.0470      -6.5392       0.4922  3808.1
2.2500          -6.0630      -6.5993       0.5363  4148.8
2.3000          -6.0549      -6.5873       0.5324  4118.9
2.3500          -6.0573      -6.5897       0.5323  4118.4
2.4000          -6.0657      -6.5839       0.5182  4009.3
2.4500          -6.0611      -6.5570       0.4959  3836.8
2.5000          -6.0515      -6.5667       0.5152  3985.7
2.5500          -6.0316      -6.5661       0.5345  4135.3
2.6000          -6.0199      -6.5220       0.5021  3884.4
2.6500          -6.0321      -6.5748       0.5426  4197.8
2.7000          -6.0579      -6.5935       0.5355  4143.2
2.7500          -6.0544      -6.5397       0.4853  3754.2
2.8000          -6.0760      -6.5678       0.4918  3804.5
2.8500          -6.0919      -6.6444       0.5526  4274.7
2.9000          -6.1075      -6.6503       0.5428  4199.4
2.9500          -6.1026      -6.5780       0.4754  3677.6
3.0000          -6.1044      -6.5771       0.4726  3656.4
3.0500          -6.0983      -6.6131       0.5148  3982.8
3.1000          -6.0876      -6.5929       0.5053  3908.9
3.1500          -6.0832      -6.6289       0.5457  4221.6
3.2000          -6.0987      -6.6537       0.5551  4294.2
3.2500          -6.0829      -6.5689       0.4860  3760.1
3.3000          -6.0731      -6.6299       0.5568  4307.8
3.3500          -6.0654      -6.5743       0.5090  3937.6
3.4000          -6.0599      -6.6258       0.5659  4377.6
3.4500          -6.0771      -6.5857       0.5086  3934.5
3.5000          -6.0719      -6.6333       0.5614  4343.2
3.5500          -6.0787      -6.5650       0.4863  3762.2
3.6000          -6.1130      -6.6177       0.5047  3904.4
3.6500          -6.1433      -6.6438       0.5006  3872.6
3.7000          -6.1858      -6.6586       0.4727  3657.3
3.7500          -6.2063      -6.6083       0.4020  3109.7
3.8000          -6.2656      -6.7090       0.4434  3430.4
3.8500          -6.3312      -6.7532       0.4221  3265.2
3.9000          -6.3904      -6.7450       0.3546  2743.6
3.9500          -6.4517      -6.8302       0.3785  2927.9
4.0000          -6.5113      -6.8615       0.3502  2709.0
4.0500          -6.5675      -6.8891       0.3216  2488.0
4.1000          -6.6361      -6.9362       0.3001  2321.5
4.1500          -6.7029      -6.9550       0.2521  1950.4
4.2000          -6.7628      -7.0058       0.2430  1880.0
4.2500          -6.8205      -7.0303       0.2099  1623.8
4.3000          -6.8776      -7.0835       0.2058  1592.3
4.3500          -6.9342      -7.1072       0.1730  1338.2
4.4000          -6.9893      -7.1271       0.1378  1066.2
4.4500          -7.0466      -7.1744       0.1278   988.7
4.5000          -7.1001      -7.1907       0.0905   700.5
