Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -5.9878      -6.0246       0.0368   284.9
0.0500          -6.1771      -6.3979       0.2209  1708.6
0.1000          -6.3056      -6.4641       0.1585  1226.5
0.1500          -6.3731      -6.5123       0.1392  1076.6
0.2000          -6.4069      -6.5382       0.1313  1015.7
0.2500          -6.4259      -6.5560       0.1301  1006.4
0.3000          -6.4314      -6.5714       0.1400  1083.4
0.3500          -6.4211      -6.5712       0.1500  1160.7
0.4000          -6.4033      -6.5698       0.1664  1287.7
0.4500          -6.3755      -6.5527       0.1771  1370.1
0.5000          -6.3457      -6.5280       0.1824  1411.0
0.5500          -6.3157      -6.5152       0.1994  1543.0
0.6000          -6.2791      -6.4812       0.2020  1563.0
0.6500          -6.2487      -6.4640       0.2154  1666.1
0.7000          -6.2122      -6.4618       0.2496  1930.8
0.7500          -6.1824      -6.4534       0.2710  2096.9
0.8000          -6.1478      -6.4275       0.2796  2163.4
0.8500          -6.1145      -6.4167       0.3021  2337.5
0.9000          -6.0831      -6.4193       0.3362  2600.8
0.9500          -6.0505      -6.3961       0.3456  2673.8
1.0000          -6.0144      -6.3623       0.3479  2691.6
1.0500          -5.9912      -6.3649       0.3738  2891.6
1.1000          -5.9693      -6.3515       0.3822  2956.9
1.1500          -5.9618      -6.3727       0.4108  3178.3
1.2000          -5.9584      -6.3307       0.3722  2879.7
1.2500          -5.9523      -6.3666       0.4144  3205.7
1.3000          -5.9562      -6.3321       0.3759  2907.9
1.3500          -5.9559      -6.3296       0.3737  2891.3
1.4000          -5.9589      -6.3314       0.3725  2881.9
1.4500          -5.9579      -6.3236       0.3657  2829.1
1.5000          -5.9649      -6.3508       0.3859  2985.5
1.5500          -5.9687      -6.3406       0.3719  2877.3
1.6000          -5.9679      -6.3648       0.3970  3071.2
1.6500          -5.9719      -6.3616       0.3897  3014.8
1.7000          -5.9727      -6.3596       0.3869  2993.1
1.7500          -5.9705      -6.3130       0.3425  2649.9
1.8000          -5.9661      -6.3692       0.4030  3118.0
1.8500          -5.9676      -6.3489       0.3813  2950.1
1.9000          -5.9697      -6.3310       0.3613  2795.3
1.9500          -5.9731      -6.3753       0.4023  3112.0
2.0000          -5.9791      -6.3791       0.4000  3094.7
2.0500          -5.9796      -6.3455       0.3659  2830.7
2.1000          -5.9801      -6.3561       0.3760  2908.9
2.1500          -5.9826      -6.3818       0.3993  3088.9
2.2000          -5.9890      -6.3541       0.3651  2824.7
2.2500          -5.9875      -6.3374       0.3499  2707.2
2.3000          -5.9873      -6.3416       0.3543  2741.1
2.3500          -5.9856      -6.3666       0.3809  2947.1
2.4000          -5.9867      -6.3735       0.3868  2992.2
2.4500          -5.9977      -6.3874       0.3897  3015.1
2.5000          -6.0000      -6.3922       0.3923  3034.7
2.5500          -6.0026      -6.3804       0.3778  2923.1
2.6000          -6.0032      -6.4253       0.4221  3265.3
2.6500          -6.0010      -6.3978       0.3968  3069.8
2.7000          -6.0060      -6.3634       0.3575  2765.4
2.7500          -6.0053      -6.3790       0.3737  2891.2
2.8000          -6.0071      -6.3888       0.3818  2953.4
2.8500          -6.0060      -6.3791       0.3731  2886.3
2.9000          -6.0052      -6.4257       0.4205  3253.1
2.9500          -6.0000      -6.3737       0.3737  2890.8
3.0000          -6.0018      -6.3967       0.3950  3055.5
3.0500          -5.9987      -6.4251       0.4265  3299.3
3.1000          -5.9936      -6.3681       0.3745  2897.3
3.1500          -5.9956      -6.3708       0.3752  2902.7
3.2000          -5.9920      -6.3656       0.3736  2890.2
3.2500          -5.9911      -6.4064       0.4153  3213.1
3.3000          -5.9919      -6.3622       0.3703  2865.0
3.3500          -5.9931      -6.4093       0.4162  3220.1
3.4000          -5.9934      -6.3488       0.3554  2749.7
3.4500          -6.0014      -6.3926       0.3912  3026.3
3.5000          -6.0063      -6.4340       0.4277  3308.9
3.5500          -6.0173      -6.4124       0.3951  3056.8
3.6000          -6.0330      -6.4102       0.3772  2918.0
3.6500          -6.0480      -6.4107       0.3626  2805.4
3.7000          -6.0756      -6.4143       0.3387  2620.2
3.7500          -6.1130      -6.4445       0.3315  2564.7
3.8000          -6.1507      -6.4621       0.3115  2409.7
3.8500          -6.1869      -6.4755       0.2886  2232.9
3.9000          -6.2324      -6.5271       0.2946  2279.3
3.9500          -6.2708      -6.5397       0.2689  2080.3
4.0000          -6.3081      -6.5647       0.2566  1985.3
4.0500          -6.3472      -6.5742       0.2271  1756.5
4.1000          -6.3838      -6.5859       0.2021  1563.7
4.1500          -6.4195      -6.6027       0.1832  1417.0
4.2000          -6.4566      -6.6418       0.1852  1432.5
4.2500          -6.4938      -6.6504       0.1566  1211.8
4.3000          -6.5301      -6.6728       0.1428  1104.6
4.3500          -6.5670      -6.7050       0.1379  1067.1
4.4000          -6.6026      -6.7121       0.1095   847.2
4.4500          -6.6388      -6.7349       0.0961   743.2
4.5000          -6.6750      -6.7483       0.0733   567.4
