Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -3.7905      -3.8260       0.0355   274.3
0.0500          -4.5649      -5.2591       0.6942  5370.7
0.1000          -5.1156      -5.6092       0.4936  3818.5
0.1500          -5.5028      -5.8925       0.3897  3014.6
0.2000          -5.7200      -5.9968       0.2768  2141.4
0.2500          -5.8454      -6.0124       0.1670  1291.9
0.3000          -5.9063      -6.1441       0.2377  1839.3
0.3500          -5.9325      -6.1187       0.1861  1439.8
0.4000          -5.9358      -6.0977       0.1619  1252.2
0.4500          -5.9228      -6.1067       0.1840  1423.3
0.5000          -5.9011      -6.1331       0.2320  1794.5
0.5500          -5.8745      -6.0769       0.2024  1566.1
0.6000          -5.8446      -6.0822       0.2377  1838.7
0.6500          -5.8109      -6.0291       0.2182  1687.8
0.7000          -5.7761      -6.0081       0.2320  1795.1
0.7500          -5.7429      -6.0179       0.2750  2127.5
0.8000          -5.7054      -5.9460       0.2406  1861.7
0.8500          -5.6695      -5.9456       0.2761  2135.9
0.9000          -5.6215      -5.9076       0.2861  2213.4
0.9500          -5.5875      -5.8744       0.2869  2219.9
1.0000          -5.5758      -5.9904       0.4146  3207.4
1.0500          -5.5669      -5.8665       0.2996  2317.9
1.1000          -5.5684      -5.9477       0.3792  2933.9
1.1500          -5.5781      -5.9175       0.3394  2625.6
1.2000          -5.5834      -5.9749       0.3915  3028.9
1.2500          -5.5859      -5.9810       0.3951  3056.7
1.3000          -5.5813      -6.0443       0.4630  3582.1
1.3500          -5.5752      -5.9320       0.3569  2760.9
1.4000          -5.5723      -5.9828       0.4105  3175.9
1.4500          -5.5795      -6.0193       0.4398  3402.5
1.5000          -5.5942      -5.9635       0.3693  2857.4
1.5500          -5.6048      -5.9255       0.3207  2481.1
1.6000          -5.6068      -6.0185       0.4117  3185.2
1.6500          -5.6125      -5.9472       0.3347  2589.1
1.7000          -5.6132      -5.9940       0.3808  2946.0
1.7500          -5.6153      -6.0260       0.4107  3177.0
1.8000          -5.6076      -6.0244       0.4169  3224.9
1.8500          -5.6114      -6.0792       0.4678  3619.3
1.9000          -5.6145      -6.0845       0.4700  3636.1
1.9500          -5.6187      -6.0121       0.3933  3043.0
2.0000          -5.6317      -6.0572       0.4255  3291.9
2.0500          -5.6325      -6.0480       0.4156  3214.9
2.1000          -5.6181      -5.9880       0.3698  2861.1
2.1500          -5.6165      -6.0336       0.4171  3226.8
2.2000          -5.6202      -6.0552       0.4350  3365.7
2.2500          -5.6206      -6.0547       0.4341  3358.5
2.3000          -5.6187      -6.0384       0.4197  3247.0
2.3500          -5.6221      -6.0426       0.4205  3253.0
2.4000          -5.5987      -5.9667       0.3680  2846.9
2.4500          -5.6073      -6.0041       0.3968  3069.6
2.5000          -5.6101      -6.0643       0.4541  3513.2
2.5500          -5.6118      -5.9717       0.3599  2784.5
2.6000          -5.6151      -6.0841       0.4689  3627.9
2.6500          -5.6179      -5.9845       0.3666  2836.2
2.7000          -5.6158      -5.9766       0.3608  2791.6
2.7500          -5.6039      -6.0094       0.4055  3137.1
2.8000          -5.6002      -5.9447       0.3446  2665.8
2.8500          -5.5809      -5.9880       0.4071  3149.6
2.9000          -5.5883      -5.9416       0.3533  2733.1
2.9500          -5.6001      -6.0521       0.4519  3496.4
3.0000          -5.6183      -6.0730       0.4548  3518.2
3.0500          -5.6872      -6.1116       0.4244  3283.1
3.1000          -5.7193      -6.0801       0.3609  2791.8
3.1500          -5.7516      -6.1790       0.4274  3306.4
3.2000          -5.7753      -6.1668       0.3916  3029.2
3.2500          -5.7783      -6.1193       0.3410  2638.3
3.3000          -5.7853      -6.1738       0.3884  3005.1
3.3500          -5.8002      -6.1886       0.3884  3005.1
3.4000          -5.7928      -6.1453       0.3524  2726.4
3.4500          -5.7894      -6.1537       0.3644  2818.8
3.5000          -5.7934      -6.1893       0.3958  3062.4
3.5500          -5.8145      -6.1834       0.3689  2854.0
3.6000          -5.8377      -6.2556       0.4178  3232.6
3.6500          -5.8713      -6.1441       0.2728  2110.3
3.7000          -5.8686      -6.1512       0.2827  2187.0
3.7500          -5.8983      -6.2483       0.3500  2707.7
3.8000          -5.9442      -6.3614       0.4172  3227.5
3.8500          -5.9963      -6.2676       0.2713  2098.7
3.9000          -6.0336      -6.3377       0.3042  2353.2
3.9500          -6.0745      -6.3061       0.2316  1791.9
4.0000          -6.1116      -6.3825       0.2709  2095.7
4.0500          -6.1442      -6.3704       0.2262  1750.1
4.1000          -6.1795      -6.4207       0.2411  1865.5
4.1500          -6.2189      -6.4308       0.2118  1638.9
4.2000          -6.2596      -6.4718       0.2121  1641.0
4.2500          -6.2943      -6.4749       0.1806  1397.0
4.3000          -6.3291      -6.4455       0.1164   900.4
4.3500          -6.3660      -6.4943       0.1283   992.4
4.4000          -6.4053      -6.5343       0.1291   998.5
4.4500          -6.4365      -6.5295       0.0930   719.8
4.5000          -6.4739      -6.5535       0.0796   616.0
