Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -6.3062      -6.3416       0.0354   274.2
0.0500          -6.3388      -6.4047       0.0659   510.0
0.1000          -6.3443      -6.4000       0.0557   430.9
0.1500          -6.3350      -6.4058       0.0709   548.3
0.2000          -6.3140      -6.3999       0.0859   664.9
0.2500          -6.2888      -6.3838       0.0950   735.1
0.3000          -6.2588      -6.3831       0.1242   961.2
0.3500          -6.2301      -6.3543       0.1242   960.6
0.4000          -6.1913      -6.3310       0.1397  1081.1
0.4500          -6.1612      -6.3182       0.1570  1214.8
0.5000          -6.1267      -6.3342       0.2075  1605.2
0.5500          -6.0963      -6.4094       0.3131  2422.2
0.6000          -6.1280      -6.3699       0.2419  1871.5
0.6500          -6.1344      -6.4090       0.2746  2124.7
0.7000          -6.1220      -6.4036       0.2815  2178.1
0.7500          -6.0975      -6.3481       0.2506  1938.5
0.8000          -6.0778      -6.3307       0.2529  1956.2
0.8500          -6.0440      -6.3349       0.2909  2250.8
0.9000          -6.0232      -6.3472       0.3241  2507.2
0.9500          -5.9926      -6.3572       0.3646  2820.3
1.0000          -5.9679      -6.3281       0.3602  2787.0
1.0500          -5.9951      -6.4790       0.4839  3743.4
1.1000          -6.0299      -6.3832       0.3533  2733.2
1.1500          -6.0422      -6.4112       0.3689  2854.3
1.2000          -6.0620      -6.4326       0.3705  2866.6
1.2500          -6.0727      -6.5059       0.4332  3351.7
1.3000          -6.0892      -6.4717       0.3825  2959.1
1.3500          -6.1196      -6.5511       0.4316  3338.8
1.4000          -6.1458      -6.5461       0.4003  3097.0
1.4500          -6.1677      -6.5460       0.3783  2926.4
1.5000          -6.1781      -6.5881       0.4100  3171.8
1.5500          -6.1861      -6.6129       0.4268  3301.9
1.6000          -6.1912      -6.4758       0.2846  2201.7
1.6500          -6.1938      -6.5251       0.3313  2562.9
1.7000          -6.1905      -6.5473       0.3568  2760.4
1.7500          -6.1979      -6.5893       0.3914  3028.2
1.8000          -6.1981      -6.5494       0.3513  2717.8
1.8500          -6.2026      -6.5826       0.3800  2939.6
1.9000          -6.1985      -6.6205       0.4220  3264.5
1.9500          -6.1958      -6.6030       0.4072  3150.1
2.0000          -6.1930      -6.5232       0.3302  2554.5
2.0500          -6.1900      -6.6468       0.4568  3534.0
2.1000          -6.1817      -6.4983       0.3166  2449.6
2.1500          -6.1897      -6.6360       0.4463  3452.8
2.2000          -6.1944      -6.6202       0.4258  3293.8
2.2500          -6.2022      -6.6319       0.4298  3324.8
2.3000          -6.2046      -6.5817       0.3771  2917.6
2.3500          -6.2060      -6.6024       0.3965  3067.4
2.4000          -6.2070      -6.6189       0.4119  3186.8
2.4500          -6.1941      -6.5111       0.3169  2452.0
2.5000          -6.2030      -6.5908       0.3878  3000.2
2.5500          -6.1976      -6.5243       0.3267  2527.5
2.6000          -6.1993      -6.5752       0.3759  2908.1
2.6500          -6.2017      -6.5777       0.3760  2909.2
2.7000          -6.2026      -6.6286       0.4261  3296.2
2.7500          -6.2016      -6.6546       0.4530  3504.4
2.8000          -6.2019      -6.5738       0.3719  2877.5
2.8500          -6.1921      -6.5272       0.3351  2592.6
2.9000          -6.1983      -6.5860       0.3878  2999.9
2.9500          -6.1966      -6.6033       0.4067  3146.6
3.0000          -6.1888      -6.6307       0.4419  3419.0
3.0500          -6.1969      -6.6092       0.4124  3190.2
3.1000          -6.1995      -6.5697       0.3701  2863.4
3.1500          -6.1938      -6.5011       0.3073  2377.5
3.2000          -6.1915      -6.6333       0.4418  3417.7
3.2500          -6.1884      -6.6135       0.4251  3288.7
3.3000          -6.1636      -6.5175       0.3539  2737.8
3.3500          -6.1571      -6.5576       0.4004  3097.9
3.4000          -6.1557      -6.4785       0.3229  2497.7
3.4500          -6.1506      -6.4326       0.2821  2182.0
3.5000          -6.1604      -6.5614       0.4009  3101.9
3.5500          -6.1731      -6.5693       0.3961  3064.7
3.6000          -6.2016      -6.5129       0.3113  2408.0
3.6500          -6.2275      -6.6237       0.3963  3065.6
3.7000          -6.2587      -6.6022       0.3435  2657.7
3.7500          -6.2954      -6.6484       0.3530  2730.5
3.8000          -6.3297      -6.6616       0.3319  2567.7
3.8500          -6.3612      -6.6281       0.2669  2064.9
3.9000          -6.3972      -6.7128       0.3156  2441.6
3.9500          -6.4313      -6.6761       0.2448  1893.6
4.0000          -6.4730      -6.6930       0.2199  1701.4
4.0500          -6.5044      -6.6768       0.1724  1333.7
4.1000          -6.5429      -6.7702       0.2273  1758.3
4.1500          -6.5786      -6.7884       0.2098  1623.0
4.2000          -6.6337      -6.8488       0.2151  1663.9
4.2500          -6.6938      -6.8671       0.1732  1340.2
4.3000          -6.7379      -6.8942       0.1562  1208.7
4.3500          -6.7802      -6.9123       0.1321  1022.0
4.4000          -6.8209      -6.9273       0.1064   823.1
4.4500          -6.8595      -6.9405       0.0810   626.9
4.5000          -6.8960      -6.9800       0.0840   650.0
