Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -6.2914      -6.3274       0.0360   278.6
0.0500          -6.5003      -6.7405       0.2402  1858.3
0.1000          -6.6247      -6.8192       0.1945  1505.1
0.1500          -6.7132      -6.9044       0.1912  1479.0
0.2000          -6.7747      -6.9694       0.1947  1506.1
0.2500          -6.7905      -6.9635       0.1730  1338.5
0.3000          -6.7930      -6.9936       0.2007  1552.4
0.3500          -6.7805      -6.9603       0.1798  1391.2
0.4000          -6.7451      -6.9109       0.1658  1282.6
0.4500          -6.7114      -6.9273       0.2158  1669.7
0.5000          -6.6680      -6.8787       0.2107  1630.1
0.5500          -6.6327      -6.9098       0.2771  2143.4
0.6000          -6.5906      -6.8664       0.2758  2133.6
0.6500          -6.5447      -6.8558       0.3111  2406.5
0.7000          -6.4906      -6.8350       0.3444  2664.1
0.7500          -6.4399      -6.7741       0.3342  2585.6
0.8000          -6.3804      -6.6888       0.3085  2386.3
0.8500          -6.3177      -6.7046       0.3869  2993.3
0.9000          -6.2836      -6.6805       0.3969  3070.8
0.9500          -6.2153      -6.6233       0.4080  3156.7
1.0000          -6.1250      -6.5975       0.4725  3655.7
1.0500          -6.0999      -6.5239       0.4240  3279.8
1.1000          -6.0409      -6.4967       0.4559  3526.9
1.1500          -6.0348      -6.5168       0.4820  3728.8
1.2000          -6.0221      -6.5290       0.5070  3922.1
1.2500          -6.0051      -6.5371       0.5320  4115.9
1.3000          -6.0181      -6.5203       0.5023  3885.6
1.3500          -6.0050      -6.5542       0.5492  4248.8
1.4000          -5.9992      -6.5933       0.5941  4596.1
1.4500          -6.0186      -6.4877       0.4691  3629.2
1.5000          -6.0047      -6.3838       0.3791  2932.8
1.5500          -5.9780      -6.4962       0.5182  4009.2
1.6000          -5.9669      -6.5133       0.5464  4227.2
1.6500          -5.9726      -6.5597       0.5871  4541.8
1.7000          -5.9877      -6.5148       0.5271  4078.1
1.7500          -5.9859      -6.5587       0.5728  4431.2
1.8000          -5.9611      -6.4626       0.5014  3879.4
1.8500          -5.9552      -6.4657       0.5105  3949.5
1.9000          -5.9691      -6.4849       0.5159  3991.0
1.9500          -5.9272      -6.4337       0.5066  3918.9
2.0000          -5.9063      -6.4371       0.5308  4106.5
2.0500          -5.8790      -6.3278       0.4488  3472.1
2.1000          -5.8644      -6.3816       0.5172  4001.2
2.1500          -5.8480      -6.3580       0.5099  3945.1
2.2000          -5.8304      -6.3536       0.5232  4047.7
2.2500          -5.8275      -6.2267       0.3992  3088.3
2.3000          -5.8258      -6.3443       0.5186  4011.8
2.3500          -5.8594      -6.3938       0.5344  4134.6
2.4000          -5.8685      -6.4697       0.6012  4650.8
2.4500          -5.8506      -6.3103       0.4598  3557.1
2.5000          -5.8437      -6.4611       0.6174  4776.4
2.5500          -5.8647      -6.4452       0.5805  4491.1
2.6000          -5.8750      -6.3752       0.5002  3869.9
2.6500          -5.8905      -6.4450       0.5544  4289.1
2.7000          -5.8733      -6.4489       0.5756  4453.2
2.7500          -5.8874      -6.4533       0.5659  4378.4
2.8000          -5.9219      -6.4095       0.4876  3772.4
2.8500          -5.9404      -6.3327       0.3923  3035.0
2.9000          -5.9437      -6.4382       0.4945  3826.0
2.9500          -5.9275      -6.4863       0.5588  4322.8
3.0000          -5.9555      -6.5262       0.5708  4415.7
3.0500          -5.9688      -6.4856       0.5168  3998.2
3.1000          -5.9957      -6.5539       0.5583  4318.9
3.1500          -5.9768      -6.5148       0.5380  4162.3
3.2000          -5.9735      -6.4501       0.4766  3686.8
3.2500          -5.9451      -6.3858       0.4408  3409.9
3.3000          -5.9581      -6.4377       0.4796  3710.7
3.3500          -5.9756      -6.4432       0.4676  3617.7
3.4000          -5.9998      -6.6041       0.6043  4675.0
3.4500          -6.0490      -6.7499       0.7008  5422.0
3.5000          -6.1264      -6.5646       0.4383  3390.5
3.5500          -6.1292      -6.6209       0.4917  3803.7
3.6000          -6.1403      -6.5928       0.4525  3500.4
3.6500          -6.1651      -6.7450       0.5799  4486.1
3.7000          -6.2501      -6.8539       0.6038  4671.2
3.7500          -6.3456      -6.8845       0.5389  4169.2
3.8000          -6.4076      -6.9196       0.5119  3960.5
3.8500          -6.4993      -6.8700       0.3706  2867.4
3.9000          -6.5628      -6.9532       0.3904  3020.4
3.9500          -6.6272      -6.9563       0.3291  2546.4
4.0000          -6.6887      -7.0691       0.3804  2943.0
4.0500          -6.7384      -7.0386       0.3002  2322.1
4.1000          -6.7995      -7.1248       0.3252  2516.2
4.1500          -6.8512      -7.0877       0.2365  1829.7
4.2000          -6.9133      -7.1553       0.2420  1871.9
4.2500          -6.9746      -7.1860       0.2113  1634.8
4.3000          -7.0269      -7.2513       0.2244  1735.9
4.3500          -7.0783      -7.2432       0.1649  1275.5
4.4000          -7.1241      -7.2445       0.1205   932.0
4.4500          -7.1752      -7.2912       0.1160   897.4
4.5000          -7.2227      -7.3065       0.0838   647.9
