Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -6.3074      -6.3416       0.0342   264.8
0.0500          -6.3371      -6.4017       0.0646   499.9
0.1000          -6.3376      -6.4101       0.0725   561.1
0.1500          -6.3170      -6.4109       0.0939   726.2
0.2000          -6.2862      -6.3780       0.0918   710.1
0.2500          -6.2495      -6.3883       0.1388  1074.0
0.3000          -6.2045      -6.3365       0.1319  1020.7
0.3500          -6.1606      -6.3259       0.1653  1279.1
0.4000          -6.1158      -6.3206       0.2048  1584.7
0.4500          -6.0673      -6.2718       0.2045  1582.0
0.5000          -6.0352      -6.2622       0.2270  1756.0
0.5500          -6.0103      -6.2960       0.2857  2210.0
0.6000          -5.9712      -6.2811       0.3099  2397.8
0.6500          -5.9279      -6.2218       0.2939  2273.5
0.7000          -5.9201      -6.2575       0.3375  2610.7
0.7500          -5.9103      -6.2862       0.3759  2908.4
0.8000          -5.9557      -6.4349       0.4792  3707.1
0.8500          -5.9668      -6.4081       0.4413  3414.1
0.9000          -5.9695      -6.4563       0.4867  3765.4
0.9500          -5.9580      -6.4041       0.4462  3451.8
1.0000          -5.9198      -6.3690       0.4492  3475.3
1.0500          -5.8842      -6.2471       0.3629  2807.2
1.1000          -5.8542      -6.2830       0.4288  3317.2
1.1500          -5.8486      -6.3272       0.4786  3702.4
1.2000          -5.8454      -6.3068       0.4614  3569.6
1.2500          -5.8555      -6.4908       0.6353  4914.8
1.3000          -5.8519      -6.3743       0.5224  4041.6
1.3500          -5.8572      -6.3840       0.5268  4075.4
1.4000          -5.8562      -6.3031       0.4469  3457.5
1.4500          -5.8439      -6.3712       0.5273  4079.1
1.5000          -5.8487      -6.3174       0.4687  3626.0
1.5500          -5.8525      -6.4272       0.5747  4446.3
1.6000          -5.8618      -6.3309       0.4690  3628.6
1.6500          -5.8507      -6.3065       0.4558  3526.0
1.7000          -5.8459      -6.3024       0.4565  3531.5
1.7500          -5.8366      -6.2194       0.3828  2961.5
1.8000          -5.8248      -6.3345       0.5098  3943.7
1.8500          -5.8407      -6.4083       0.5676  4390.9
1.9000          -5.8363      -6.4064       0.5701  4410.5
1.9500          -5.8366      -6.3302       0.4936  3818.5
2.0000          -5.8587      -6.2881       0.4294  3322.2
2.0500          -5.8695      -6.4339       0.5644  4366.1
2.1000          -5.8754      -6.4679       0.5925  4583.9
2.1500          -5.8712      -6.3916       0.5204  4025.9
2.2000          -5.8631      -6.3596       0.4964  3840.5
2.2500          -5.8617      -6.3979       0.5362  4148.1
2.3000          -5.8581      -6.3094       0.4513  3491.3
2.3500          -5.8729      -6.4980       0.6251  4836.0
2.4000          -5.8896      -6.4632       0.5736  4437.4
2.4500          -5.8814      -6.4337       0.5523  4273.1
2.5000          -5.8825      -6.3964       0.5139  3975.9
2.5500          -5.8810      -6.3884       0.5074  3925.6
2.6000          -5.8949      -6.4404       0.5455  4220.1
2.6500          -5.8917      -6.4013       0.5096  3942.6
2.7000          -5.8856      -6.3281       0.4425  3423.5
2.7500          -5.8709      -6.4948       0.6239  4826.6
2.8000          -5.8667      -6.4382       0.5715  4421.5
2.8500          -5.8680      -6.3247       0.4568  3533.6
2.9000          -5.8470      -6.3012       0.4542  3514.2
2.9500          -5.8565      -6.4464       0.5899  4564.0
3.0000          -5.8503      -6.3550       0.5047  3904.6
3.0500          -5.8325      -6.4297       0.5972  4619.8
3.1000          -5.8534      -6.3324       0.4791  3706.1
3.1500          -5.8617      -6.4764       0.6147  4755.4
3.2000          -5.8789      -6.3142       0.4353  3367.8
3.2500          -5.8800      -6.4557       0.5757  4453.7
3.3000          -5.8735      -6.4198       0.5463  4226.1
3.3500          -5.8579      -6.2966       0.4388  3394.4
3.4000          -5.8619      -6.3287       0.4668  3611.4
3.4500          -5.8558      -6.4202       0.5645  4367.0
3.5000          -5.8675      -6.2938       0.4263  3298.3
3.5500          -5.8568      -6.4190       0.5623  4349.8
3.6000          -5.8725      -6.3016       0.4291  3319.5
3.6500          -5.8975      -6.3234       0.4259  3295.1
3.7000          -5.9332      -6.3617       0.4285  3314.8
3.7500          -5.9593      -6.3870       0.4277  3308.7
3.8000          -5.9996      -6.3377       0.3381  2615.7
3.8500          -6.0506      -6.4413       0.3907  3022.6
3.9000          -6.0916      -6.5183       0.4267  3301.1
3.9500          -6.1538      -6.5160       0.3621  2801.5
4.0000          -6.2203      -6.5661       0.3458  2675.4
4.0500          -6.2654      -6.5849       0.3194  2471.3
4.1000          -6.3211      -6.5524       0.2313  1789.7
4.1500          -6.3699      -6.6204       0.2505  1938.2
4.2000          -6.4151      -6.6264       0.2113  1634.9
4.2500          -6.4640      -6.6661       0.2021  1563.3
4.3000          -6.5149      -6.6603       0.1455  1125.6
4.3500          -6.5631      -6.7253       0.1621  1254.3
4.4000          -6.6122      -6.7393       0.1271   983.3
4.4500          -6.6607      -6.7597       0.0990   765.7
4.5000          -6.7082      -6.8026       0.0945   731.0
