early_stopping/best_valid_loss,early_stopping/checks_since_best,early_stopping/distance_above_best,epoch,lr-AdamW/non-decayable,lr-AdamW/normal,n_learnable_parameters,n_parameters,offset/C,scale/many-body/C,step,timer/its_per_s/train,timer/its_per_s/valid,timer/step_duration_ms/train,timer/step_duration_ms/valid,train/loss/forces_rmse_batchwise_weighted,train/loss/per_atom_energy_rmse_batchwise_weighted,train/loss/total,train/metrics/forces_rmse_batchwise,train/metrics/per_atom_energy_rmse_batchwise,valid/loss/forces_rmse_batchwise_weighted,valid/loss/per_atom_energy_rmse_batchwise_weighted,valid/loss/total,valid/metrics/energy_mae,valid/metrics/energy_rmse,valid/metrics/forces_mae,valid/metrics/forces_rmse,valid/metrics/forces_rmse_batchwise,valid/metrics/per_atom_energy_mae,valid/metrics/per_atom_energy_rmse,valid/metrics/per_atom_energy_rmse_batchwise,valid/metrics/stress_mae,valid/metrics/stress_rmse,valid/metrics/virial_mae,valid/metrics/virial_rmse
,,,6,,,,,,,657,,2.512294292449951,,423.2631530761719,,,,,,1.0074920654296875,0.24227303266525269,1.2537511587142944,11.219109535217285,20.20366668701172,0.7224684953689575,1.010849952697754,1.0074920654296875,0.18277376890182495,0.2622430622577667,0.24227303266525269,0.06050226464867592,0.13231340050697327,25.551679611206055,68.27758026123047
,,,,0.01,0.01,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,,699,0.8680555820465088,,1152.0,,0.8793023824691772,0.22508950531482697,1.1043919324874878,0.8793023824691772,0.22508950531482697,,,,,,,,,,,,,,,
,,,7,,,,,,,749,0.6702412962913513,,1492.0,,0.9797603487968445,0.1642896682024002,1.1440500020980835,0.9797603487968445,0.1642896682024002,,,,,,,,,,,,,,,
,,,,,,,,-5.753008842468262,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.282564163208008,1,,,,,,,,,,,,,,,,,,,,,,,,
1.1541551351547241,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,,751,,2.7113308906555176,,385.8157958984375,,,,,,0.9582663178443909,0.19190703332424164,1.1541551351547241,9.167678833007812,14.557249069213867,0.677497923374176,0.963385820388794,0.9582663178443909,0.14692747592926025,0.21732385456562042,0.19190703332424164,0.039054952561855316,0.07811077684164047,17.923704147338867,42.52851486206055
,,,,0.01,0.01,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,,,,,,799,1.1792452335357666,,848.0,,0.7995297312736511,0.1970449984073639,0.9965747594833374,0.7995297312736511,0.1970449984073639,,,,,,,,,,,,,,,
,,,,,,,,-5.65954065322876,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.270748138427734,1,,,,,,,,,,,,,,,,,,,,,,,,
1.0912805795669556,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,,,,,,845,,2.8388590812683105,,364.5789489746094,,,,,,0.9290461540222168,0.15864939987659454,1.0912805795669556,6.7951483726501465,10.145711898803711,0.6630347371101379,0.933021605014801,0.9290461540222168,0.1192401722073555,0.1845722198486328,0.15864939987659454,0.04615059494972229,0.09332721680402756,20.706586837768555,48.75491714477539
,,,,0.01,0.01,,,,,846,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,,,,,,849,0.6345177888870239,,1576.0,,0.8123376369476318,1.6281272172927856,2.440464973449707,0.8123376369476318,1.6281272172927856,,,,,,,,,,,,,,,
,,,9,,,,,,,899,1.3458950519561768,,743.0,,0.9930317997932434,0.2055020034313202,1.1985337734222412,0.9930317997932434,0.2055020034313202,,,,,,,,,,,,,,,
,,,,,,,,-5.5718865394592285,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.255111694335938,1,,,,,,,,,,,,,,,,,,,,,,,,
1.0912805795669556,1,0.028255224227905273,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,,,,,,939,,2.4437623023986816,,426.9473571777344,,,,,,0.8952463865280151,0.21969759464263916,1.1195358037948608,10.680412292480469,16.401151657104492,0.6466224193572998,0.8986560702323914,0.8952463865280151,0.17618289589881897,0.23693206906318665,0.21969759464263916,0.02826162986457348,0.05409661680459976,13.215526580810547,30.509014129638672
,,,,0.01,0.01,,,,,940,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,,,,,,,949,0.8568980097770691,,1167.0,,1.0113437175750732,0.11930561065673828,1.1306493282318115,1.0113437175750732,0.11930561065673828,,,,,,,,,,,,,,,
,,,10,,,,,,,999,0.9775171279907227,,1023.0,,0.902082085609436,0.1021694540977478,1.004251480102539,0.902082085609436,0.1021694540977478,,,,,,,,,,,,,,,
,,,,,,,,-5.4926886558532715,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.247133255004883,1,,,,,,,,,,,,,,,,,,,,,,,,
1.0912805795669556,2,0.01138925552368164,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,,,,,,,1033,,2.561044454574585,,409.7105407714844,,,,,,0.9410625696182251,0.15800166130065918,1.1026698350906372,5.685680389404297,8.706116676330566,0.6756792664527893,0.9445699453353882,0.9410625696182251,0.11028026044368744,0.18520350754261017,0.15800166130065918,0.03868957981467247,0.07685130089521408,18.391942977905273,43.22563934326172
,,,,0.01,0.01,,,,,1034,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,,1049,0.9451795816421509,,1058.0,,0.9115771651268005,1.0713059902191162,1.9828832149505615,0.9115771651268005,1.0713059902191162,,,,,,,,,,,,,,,
,,,11,,,,,,,1099,1.0764262676239014,,929.0,,0.9266446828842163,0.16554422676563263,1.0921889543533325,0.9266446828842163,0.16554422676563263,,,,,,,,,,,,,,,
,,,,,,,,-5.4323015213012695,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.23736572265625,1,,,,,,,,,,,,,,,,,,,,,,,,
1.0412248373031616,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,,1127,,2.544823408126831,,416.3947448730469,,,,,,0.8983392119407654,0.13887737691402435,1.0412248373031616,5.630270481109619,8.640588760375977,0.6341652274131775,0.9033218026161194,0.8983392119407654,0.10307428985834122,0.16794128715991974,0.13887737691402435,0.020740238949656487,0.04539892449975014,8.650574684143066,17.714374542236328
,,,,0.01,0.01,,,,,1128,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,,,,,,1149,1.692047357559204,,591.0,,0.8972058296203613,0.18347898125648499,1.080684781074524,0.8972058296203613,0.18347898125648499,,,,,,,,,,,,,,,
,,,12,,,,,,,1199,0.8123477101325989,,1231.0,,0.8588479161262512,0.16508910059928894,1.0239369869232178,0.8588479161262512,0.16508910059928894,,,,,,,,,,,,,,,
,,,,,,,,-5.360935688018799,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.218863487243652,1,,,,,,,,,,,,,,,,,,,,,,,,
1.0412248373031616,1,0.012541532516479492,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,,,,,,1221,,2.5205283164978027,,416.34210205078125,,,,,,0.899537980556488,0.15115885436534882,1.0537663698196411,6.3039231300354,9.317068099975586,0.6470953226089478,0.9024571180343628,0.899537980556488,0.11520300060510635,0.1750078648328781,0.15115885436534882,0.021992120891809464,0.0423457995057106,9.253917694091797,17.859891891479492
,,,,0.01,0.01,,,,,1222,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,,,,,,,1249,0.7107320427894592,,1407.0,,0.9155307412147522,0.12791678309440613,1.043447494506836,0.9155307412147522,0.12791678309440613,,,,,,,,,,,,,,,
,,,13,,,,,,,1299,1.0193679332733154,,981.0,,1.1782212257385254,0.15257135033607483,1.3307925462722778,1.1782212257385254,0.15257135033607483,,,,,,,,,,,,,,,
,,,,,,,,-5.298666477203369,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.218174934387207,1,,,,,,,,,,,,,,,,,,,,,,,,
1.0412248373031616,2,0.0008465051651000977,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,,,,,,,1315,,2.5244596004486084,,414.631591796875,,,,,,0.8856927156448364,0.15231218934059143,1.0420713424682617,6.801283359527588,9.549210548400879,0.6306583881378174,0.8891732692718506,0.8856927156448364,0.1183980405330658,0.1774451583623886,0.15231218934059143,0.02921733446419239,0.055787671357393265,13.926165580749512,31.091096878051758
,,,,0.01,0.01,,,,,1316,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,,,,,,,1349,0.7168458700180054,,1395.0,,0.7836329936981201,0.1478721648454666,0.9315051436424255,0.7836329936981201,0.1478721648454666,,,,,,,,,,,,,,,
,,,14,,,,,,,1399,0.6561679840087891,,1524.0,,0.8079152703285217,1.5588895082473755,2.366804838180542,0.8079152703285217,1.5588895082473755,,,,,,,,,,,,,,,
,,,,,,,,-5.231095314025879,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.216946601867676,1,,,,,,,,,,,,,,,,,,,,,,,,
1.017193078994751,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,,,,,,,1409,,2.537987470626831,,416.0789489746094,,,,,,0.8767099976539612,0.1377241611480713,1.017193078994751,5.348499298095703,8.410853385925293,0.6238572597503662,0.8808289170265198,0.8767099976539612,0.09721901267766953,0.163386270403862,0.1377241611480713,0.03143537417054176,0.06381584703922272,14.116687774658203,35.18821334838867
,,,,0.01,0.01,,,,,1410,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,,,,,,,1449,0.8156606554985046,,1226.0,,0.7355919480323792,0.10914488136768341,0.8447368144989014,0.7355919480323792,0.10914488136768341,,,,,,,,,,,,,,,
,,,15,,,,,,,1499,0.7479431629180908,,1337.0,,0.8946600556373596,0.14134640991687775,1.0360064506530762,0.8946600556373596,0.14134640991687775,,,,,,,,,,,,,,,
,,,,,,,,-5.176807880401611,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.206366539001465,1,,,,,,,,,,,,,,,,,,,,,,,,
1.017193078994751,1,0.08228754997253418,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,,,,,,,1503,,2.614337921142578,,401.7631530761719,,,,,,0.9161214232444763,0.1793866902589798,1.0994806289672852,8.273225784301758,11.632570266723633,0.6394810080528259,0.921043872833252,0.9161214232444763,0.14107941091060638,0.19618545472621918,0.1793866902589798,0.032738666981458664,0.06439246237277985,13.710949897766113,28.162275314331055
,,,,0.01,0.01,,,,,1504,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,,,,,,,1549,1.1337867975234985,,882.0,,0.8913460969924927,0.12158989161252975,1.012935996055603,0.8913460969924927,0.12158989161252975,,,,,,,,,,,,,,,
,,,,,,,,-5.120913982391357,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.199625968933105,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9983723163604736,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,,,,,,,1597,,2.655860424041748,,397.0526428222656,,,,,,0.8357724547386169,0.15926742553710938,0.9983723163604736,6.9056830406188965,10.570220947265625,0.5957325100898743,0.8391827940940857,0.8357724547386169,0.11836123466491699,0.17997130751609802,0.15926742553710938,0.03266216814517975,0.06491487473249435,15.738117218017578,39.919715881347656
,,,,0.01,0.01,,,,,1598,,,,,,,,,,,,,,,,,,,,,,,,
,,,17,,,,,,,1599,0.45167118310928345,,2214.0,,0.755493700504303,0.2266424000263214,0.9821361303329468,0.755493700504303,0.2266424000263214,,,,,,,,,,,,,,,
,,,17,,,,,,,1649,0.742390513420105,,1347.0,,1.0903335809707642,0.22658385336399078,1.3169174194335938,1.0903335809707642,0.22658385336399078,,,,,,,,,,,,,,,
,,,,,,,,-5.064908027648926,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.191267967224121,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9300445914268494,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,17,,,,,,,1691,,2.617131233215332,,398.52630615234375,,,,,,0.8195175528526306,0.10709388554096222,0.9300445914268494,3.695834159851074,5.7828545570373535,0.5842540860176086,0.8232073783874512,0.8195175528526306,0.07196497172117233,0.13577675819396973,0.10709388554096222,0.026664480566978455,0.05228498578071594,11.824603080749512,25.705894470214844
,,,,0.01,0.01,,,,,1692,,,,,,,,,,,,,,,,,,,,,,,,
,,,18,,,,,,,1699,0.6531678438186646,,1531.0,,0.7401498556137085,0.12721922993659973,0.8673690557479858,0.7401498556137085,0.12721922993659973,,,,,,,,,,,,,,,
,,,18,,,,,,,1749,1.1481056213378906,,871.0,,0.8933067321777344,0.10845759510993958,1.0017642974853516,0.8933067321777344,0.10845759510993958,,,,,,,,,,,,,,,
,,,,,,,,-5.013438701629639,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.18404769897461,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9300445914268494,1,0.01883232593536377,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,18,,,,,,,1785,,2.772132158279419,,380.4473571777344,,,,,,0.8193861842155457,0.12575890123844147,0.9488769173622131,5.129283428192139,8.664705276489258,0.5823347568511963,0.8231752514839172,0.8193861842155457,0.08821674436330795,0.15067148208618164,0.12575890123844147,0.025030463933944702,0.0473625510931015,11.305289268493652,23.280498504638672
,,,,0.01,0.01,,,,,1786,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,,,,,,,1799,0.6901311278343201,,1449.0,,0.9839354157447815,0.2009066641330719,1.1848421096801758,0.9839354157447815,0.2009066641330719,,,,,,,,,,,,,,,
,,,19,,,,,,,1849,1.2903225421905518,,775.0,,0.9212062358856201,0.1335853487253189,1.0547915697097778,0.9212062358856201,0.1335853487253189,,,,,,,,,,,,,,,
,,,,,,,,-4.973613739013672,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.1900053024292,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9300445914268494,2,0.039980292320251465,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,,,,,,,1879,,2.865070343017578,,360.65789794921875,,,,,,0.8383496403694153,0.12697505950927734,0.9700248837471008,5.322231292724609,8.069210052490234,0.5947844386100769,0.8419824838638306,0.8383496403694153,0.09336044639348984,0.15030613541603088,0.12697505950927734,0.027934294193983078,0.04997631162405014,13.613615036010742,28.48248291015625
,,,,0.01,0.01,,,,,1880,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,,1899,0.7199423909187317,,1389.0,,0.8430876731872559,0.13286885619163513,0.9759565591812134,0.8430876731872559,0.13286885619163513,,,,,,,,,,,,,,,
,,,20,,,,,,,1949,0.8210180401802063,,1218.0,,0.8089091777801514,0.08981506526470184,0.8987242579460144,0.8089091777801514,0.08981506526470184,,,,,,,,,,,,,,,
,,,,,,,,-4.916360855102539,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.191347122192383,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9300445914268494,3,0.002577543258666992,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,,1973,,2.911328077316284,,355.1842041015625,,,,,,0.7942314147949219,0.13441897928714752,0.9326221346855164,5.517452716827393,8.770329475402832,0.5610916614532471,0.7977448105812073,0.7942314147949219,0.09824695438146591,0.15782950818538666,0.13441897928714752,0.021619172766804695,0.04028402641415596,10.014625549316406,20.65807342529297
,,,,0.01,0.01,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,,,,,,1999,0.8849557638168335,,1130.0,,0.740999162197113,0.14962202310562134,0.8906211853027344,0.740999162197113,0.14962202310562134,,,,,,,,,,,,,,,
,,,21,,,,,,,2049,0.5643340945243835,,1772.0,,0.7768673896789551,0.10318708419799805,0.8800544738769531,0.7768673896789551,0.10318708419799805,,,,,,,,,,,,,,,
,,,,,,,,-4.8711371421813965,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.191808700561523,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9194191098213196,0,0.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,,,,,,2067,,2.720334053039551,,385.8947448730469,,,,,,0.8064365983009338,0.10913559049367905,0.9194191098213196,4.070883274078369,6.297590255737305,0.5737614631652832,0.8095563650131226,0.8064365983009338,0.07668771594762802,0.1351461261510849,0.10913559049367905,0.022338617593050003,0.04247662052512169,9.619955062866211,19.180206298828125
,,,,0.01,0.01,,,,,2068,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,,,,,2099,0.5076141953468323,,1970.0,,0.9006818532943726,0.1197468489408493,1.0204286575317383,0.9006818532943726,0.1197468489408493,,,,,,,,,,,,,,,
,,,22,,,,,,,2149,1.161440134048462,,861.0,,0.7701130509376526,0.13989730179309845,0.9100103378295898,0.7701130509376526,0.13989730179309845,,,,,,,,,,,,,,,
,,,,,,,,-4.833017349243164,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.188060760498047,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9194191098213196,1,0.00497359037399292,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,,,,,2161,,2.781646728515625,,376.1052551269531,,,,,,0.811087429523468,0.10923217236995697,0.9243927001953125,3.9810996055603027,5.899320125579834,0.5698930621147156,0.8151654005050659,0.811087429523468,0.0780695304274559,0.137506902217865,0.10923217236995697,0.017435889691114426,0.034496650099754333,7.390380859375,14.923419952392578
,,,,0.01,0.01,,,,,2162,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,,,,,2199,0.8635578751564026,,1158.0,,0.7777432799339294,0.1787603795528412,0.9565036296844482,0.7777432799339294,0.1787603795528412,,,,,,,,,,,,,,,
,,,23,,,,,,,2249,0.9596928954124451,,1042.0,,0.767163097858429,0.7594599723815918,1.526623010635376,0.767163097858429,0.7594599723815918,,,,,,,,,,,,,,,
,,,,,,,,-4.786549091339111,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.179454803466797,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9194191098213196,2,0.0239870548248291,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,,,,,2255,,2.720343589782715,,382.631591796875,,,,,,0.8092920780181885,0.13105380535125732,0.9434061646461487,5.695416450500488,9.491414070129395,0.5635372996330261,0.8140391111373901,0.8092920780181885,0.09658565372228622,0.14826153218746185,0.13105380535125732,0.02844766341149807,0.05267159268260002,13.135686874389648,27.37335777282715
,,,,0.01,0.01,,,,,2256,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,,,,,2299,0.7087172269821167,,1411.0,,0.784925103187561,0.10375935584306717,0.8886844515800476,0.784925103187561,0.10375935584306717,,,,,,,,,,,,,,,
,,,24,,,,,,,2349,1.3192611932754517,,758.0,,1.0188896656036377,0.06655668467283249,1.0854463577270508,1.0188896656036377,0.06655668467283249,,,,,,,,,,,,,,,
,,,,,,,,-4.734468936920166,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9.179059028625488,1,,,,,,,,,,,,,,,,,,,,,,,,
0.9194191098213196,3,0.0032050609588623047,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,,,,,2349,,2.8389365673065186,,364.3947448730469,,,,,,0.7890573740005493,0.1297246813774109,0.9226241707801819,5.038163661956787,7.906723976135254,0.5607166290283203,0.792466938495636,0.7890573740005493,0.09408076107501984,0.1485832929611206,0.1297246813774109,0.016319001093506813,0.03186560794711113,7.013193130493164,14.286136627197266
