Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -3.7839      -3.8260       0.0421   325.8
0.0500          -4.5397      -5.1930       0.6532  5053.8
0.1000          -5.0800      -5.5972       0.5172  4001.4
0.1500          -5.4493      -5.8405       0.3912  3026.7
0.2000          -5.6879      -6.0537       0.3658  2829.7
0.2500          -5.8150      -6.0955       0.2805  2169.7
0.3000          -5.8696      -6.0891       0.2195  1698.1
0.3500          -5.8930      -6.1392       0.2462  1905.0
0.4000          -5.9214      -6.2371       0.3157  2442.5
0.4500          -5.9270      -6.1274       0.2004  1550.2
0.5000          -5.8914      -6.2408       0.3494  2702.9
0.5500          -5.8568      -6.1415       0.2847  2202.6
0.6000          -5.8199      -6.1433       0.3234  2501.9
0.6500          -5.7726      -6.0988       0.3262  2523.7
0.7000          -5.7131      -6.0637       0.3507  2712.9
0.7500          -5.6581      -6.0183       0.3602  2786.5
0.8000          -5.5684      -6.0393       0.4709  3642.9
0.8500          -5.4693      -5.8138       0.3445  2665.4
0.9000          -5.3929      -5.8420       0.4491  3474.5
0.9500          -5.3274      -5.8689       0.5415  4189.2
1.0000          -5.2622      -5.6456       0.3835  2966.6
1.0500          -5.2447      -5.8263       0.5815  4499.0
1.1000          -5.2329      -5.7709       0.5380  4162.1
1.1500          -5.2720      -5.8579       0.5859  4532.8
1.2000          -5.2954      -5.9332       0.6378  4934.0
1.2500          -5.3257      -5.8776       0.5519  4269.8
1.3000          -5.3161      -5.9043       0.5882  4550.6
1.3500          -5.3255      -5.7762       0.4507  3486.8
1.4000          -5.3249      -5.7364       0.4116  3184.1
1.4500          -5.3354      -5.9551       0.6197  4794.1
1.5000          -5.3117      -5.9653       0.6536  5056.7
1.5500          -5.3246      -5.8315       0.5069  3921.3
1.6000          -5.3415      -5.8505       0.5090  3937.6
1.6500          -5.3366      -5.9603       0.6237  4825.0
1.7000          -5.3399      -6.0594       0.7195  5566.5
1.7500          -5.3311      -6.0088       0.6777  5242.9
1.8000          -5.3332      -5.9564       0.6231  4820.7
1.8500          -5.3282      -5.9700       0.6418  4964.9
1.9000          -5.3066      -5.7908       0.4842  3746.2
1.9500          -5.2515      -5.7253       0.4738  3665.6
2.0000          -5.2336      -5.8520       0.6184  4784.2
2.0500          -5.2139      -5.8518       0.6380  4935.4
2.1000          -5.2658      -5.9383       0.6725  5202.5
2.1500          -5.3100      -6.0819       0.7719  5971.5
2.2000          -5.3325      -5.8498       0.5174  4002.6
2.2500          -5.3452      -6.0404       0.6952  5378.2
2.3000          -5.3550      -5.9054       0.5505  4258.8
2.3500          -5.3848      -6.1612       0.7764  6006.5
2.4000          -5.4007      -5.9097       0.5090  3938.0
2.4500          -5.4330      -6.0517       0.6187  4786.2
2.5000          -5.4145      -5.9474       0.5329  4122.5
2.5500          -5.4196      -5.9543       0.5347  4137.0
2.6000          -5.4271      -6.0488       0.6217  4809.8
2.6500          -5.4666      -6.0294       0.5628  4353.7
2.7000          -5.4732      -6.0380       0.5648  4369.5
2.7500          -5.4910      -6.1557       0.6647  5142.1
2.8000          -5.4994      -6.1986       0.6992  5409.6
2.8500          -5.5022      -6.0244       0.5222  4040.0
2.9000          -5.5185      -5.9976       0.4791  3706.3
2.9500          -5.5106      -6.1106       0.6000  4641.6
3.0000          -5.5120      -5.9665       0.4545  3515.9
3.0500          -5.4997      -6.0182       0.5186  4011.7
3.1000          -5.5264      -6.2177       0.6913  5348.5
3.1500          -5.5374      -6.1197       0.5823  4504.8
3.2000          -5.5361      -6.2469       0.7108  5499.2
3.2500          -5.5305      -6.1502       0.6197  4794.0
3.3000          -5.5332      -6.2294       0.6961  5385.6
3.3500          -5.5271      -6.0976       0.5706  4414.0
3.4000          -5.5254      -6.2167       0.6913  5348.1
3.4500          -5.5351      -6.1650       0.6299  4872.8
3.5000          -5.5322      -6.1359       0.6037  4670.1
3.5500          -5.5528      -5.9729       0.4201  3250.2
3.6000          -5.5868      -6.0559       0.4691  3629.4
3.6500          -5.6245      -6.2501       0.6256  4840.0
3.7000          -5.6634      -6.1708       0.5073  3925.0
3.7500          -5.7253      -6.2079       0.4826  3733.9
3.8000          -5.7831      -6.3912       0.6081  4704.3
3.8500          -5.8394      -6.3090       0.4696  3632.7
3.9000          -5.8970      -6.3492       0.4522  3498.4
3.9500          -5.9414      -6.3671       0.4256  3292.9
4.0000          -6.0062      -6.3213       0.3152  2438.3
4.0500          -6.0608      -6.4247       0.3640  2815.7
4.1000          -6.1164      -6.3819       0.2655  2054.2
4.1500          -6.1777      -6.5041       0.3265  2525.6
4.2000          -6.2327      -6.4583       0.2256  1745.1
4.2500          -6.2885      -6.5574       0.2689  2080.4
4.3000          -6.3467      -6.5639       0.2171  1679.8
4.3500          -6.4057      -6.5748       0.1692  1308.7
4.4000          -6.4622      -6.5936       0.1314  1016.4
4.4500          -6.5199      -6.6704       0.1505  1164.1
4.5000          -6.5768      -6.6721       0.0953   737.5
