time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
2600,125,201,1,96,28,1,0,0.768,0.224,3.216,1.5303139510374326
2650,125,203,2,90,33,2,0,0.72,0.264,3.248,1.5359307010299599
2700,125,203,1,92,32,1,0,0.736,0.256,3.248,1.5322147118610137
2750,125,201,6,86,33,6,0,0.688,0.264,3.216,1.5302221331571695
2800,125,199,4,94,27,4,0,0.752,0.216,3.184,1.5278255331554436
2850,125,197,6,94,25,6,0,0.752,0.2,3.152,1.5161312202695574
2900,125,195,8,94,23,8,0,0.752,0.184,3.12,1.514969377089931
2950,125,194,9,94,22,9,0,0.752,0.176,3.104,1.5106617508591813
3000,125,197,6,94,25,6,0,0.752,0.2,3.152,1.518503410667911
3050,125,196,6,96,23,6,0,0.768,0.184,3.136,1.5228086426501783
3100,125,197,4,98,23,4,0,0.784,0.184,3.152,1.515963486308774
3150,125,195,6,98,21,6,0,0.784,0.168,3.12,1.5128360417232227
3200,125,198,2,100,23,2,0,0.8,0.184,3.168,1.5183779532346617
3250,125,200,1,98,26,1,0,0.784,0.208,3.2,1.5299378799481331
3300,125,200,1,98,26,1,0,0.784,0.208,3.2,1.525482481171855
3350,125,199,1,100,24,1,0,0.8,0.192,3.184,1.5215863958134517
3400,125,200,1,98,26,1,0,0.784,0.208,3.2,1.5185290087517764
3450,125,200,2,96,27,2,0,0.768,0.216,3.2,1.5272873773827058
3500,125,199,3,96,26,3,0,0.768,0.208,3.184,1.519410785689571
3550,125,200,2,96,27,2,0,0.768,0.216,3.2,1.5201526348585213
3600,125,200,2,97,25,2,1,0.776,0.2,3.2,1.5281369565832534
3650,125,199,2,98,25,2,0,0.784,0.2,3.184,1.522396949315885
3700,125,197,4,98,23,4,0,0.784,0.184,3.152,1.5184639149815569
3750,125,199,3,96,26,3,0,0.768,0.208,3.184,1.5178629615995527
3800,125,198,5,94,26,5,0,0.752,0.208,3.168,1.517562147844091
3850,125,198,5,94,26,5,0,0.752,0.208,3.168,1.5117831108787347
3900,125,200,3,94,28,3,0,0.752,0.224,3.2,1.5171557748384707
3950,125,200,3,94,28,3,0,0.752,0.224,3.2,1.5154623661373647
4000,125,200,3,94,28,3,0,0.752,0.224,3.2,1.5156926413755036
4050,125,199,3,96,26,3,0,0.768,0.208,3.184,1.5089216619691823
4100,125,198,3,98,24,3,0,0.784,0.192,3.168,1.508392566423451
4150,125,198,3,98,24,3,0,0.784,0.192,3.168,1.510534893553546
4200,125,198,3,98,24,3,0,0.784,0.192,3.168,1.5087327085846347
4250,125,198,3,98,24,3,0,0.784,0.192,3.168,1.5043732148017517
4300,125,198,3,98,24,3,0,0.784,0.192,3.168,1.502152084731741
4350,125,198,3,98,24,3,0,0.784,0.192,3.168,1.5005178322236086
4400,125,198,3,98,24,3,0,0.784,0.192,3.168,1.5024337173910274
4450,125,198,3,98,24,3,0,0.784,0.192,3.168,1.5011826369906731
4500,125,198,3,98,24,3,0,0.784,0.192,3.168,1.4980689800708014
