time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
0,125,211,2,74,49,2,0,0.592,0.392,3.376,1.4995155179817266
50,125,205,5,80,40,5,0,0.64,0.32,3.28,1.5214241107557471
100,125,203,4,86,35,4,0,0.688,0.28,3.248,1.51068202328918
150,125,203,4,86,35,4,0,0.688,0.28,3.248,1.5082337720645482
200,125,202,4,88,33,4,0,0.704,0.264,3.232,1.504716182279884
250,125,202,4,88,33,4,0,0.704,0.264,3.232,1.5050915136000016
300,125,202,4,88,33,4,0,0.704,0.264,3.232,1.505506818331336
350,125,202,4,88,33,4,0,0.704,0.264,3.232,1.504533189788158
400,125,202,4,88,33,4,0,0.704,0.264,3.232,1.5075456909855378
450,125,201,6,86,33,6,0,0.688,0.264,3.216,1.5022361482883215
500,125,201,6,86,33,6,0,0.688,0.264,3.216,1.5071246615854739
550,125,199,6,90,29,6,0,0.72,0.232,3.184,1.5021339134515872
600,125,199,6,90,29,6,0,0.72,0.232,3.184,1.5015114207276672
650,125,199,6,90,29,6,0,0.72,0.232,3.184,1.5048986859910294
700,125,199,7,88,30,7,0,0.704,0.24,3.184,1.500411791979522
750,125,200,5,90,30,5,0,0.72,0.24,3.2,1.501802893635474
800,125,199,6,90,29,6,0,0.72,0.232,3.184,1.504295571376417
850,125,199,6,90,29,6,0,0.72,0.232,3.184,1.5072222275391962
900,125,199,6,90,29,6,0,0.72,0.232,3.184,1.5051826766449174
950,125,200,5,90,30,5,0,0.72,0.24,3.2,1.5117421032319276
1000,125,198,6,92,27,6,0,0.736,0.216,3.168,1.513050200904826
1050,125,198,6,92,27,6,0,0.736,0.216,3.168,1.511721449322061
1100,125,199,5,92,28,5,0,0.736,0.224,3.184,1.508570448044311
1150,125,200,3,94,28,3,0,0.752,0.224,3.2,1.5177825663061042
1200,125,201,3,92,30,3,0,0.736,0.24,3.216,1.5252451836715037
1250,125,201,3,92,30,3,0,0.736,0.24,3.216,1.5195409628766146
1300,125,199,3,96,26,3,0,0.768,0.208,3.184,1.518105608585846
1350,125,202,2,92,31,2,0,0.736,0.248,3.232,1.5244364306099445
1400,125,202,1,94,30,1,0,0.752,0.24,3.232,1.5303944452605738
1450,125,199,3,96,26,3,0,0.768,0.208,3.184,1.5268460197758118
1500,125,200,4,92,29,4,0,0.736,0.232,3.2,1.5192703233630356
1550,125,201,3,92,30,3,0,0.736,0.24,3.216,1.5256943106545187
1600,125,200,3,94,28,3,0,0.752,0.224,3.2,1.5200726954274686
1650,125,200,3,94,28,3,0,0.752,0.224,3.2,1.5194218685570837
1700,125,199,3,96,26,3,0,0.768,0.208,3.184,1.517385285775014
1750,125,201,1,96,28,1,0,0.768,0.224,3.216,1.520674414104892
1800,125,202,1,94,30,1,0,0.752,0.24,3.232,1.5279747171581672
1850,125,203,1,92,32,1,0,0.736,0.256,3.248,1.5293492907729813
1900,125,202,1,94,30,1,0,0.752,0.24,3.232,1.5269059683440251
1950,125,202,1,94,30,1,0,0.752,0.24,3.232,1.534662876955193
2000,125,203,1,92,32,1,0,0.736,0.256,3.248,1.5298209500762148
2050,125,201,4,90,31,4,0,0.72,0.248,3.216,1.526537011619913
2100,125,201,4,90,31,4,0,0.72,0.248,3.216,1.5183584771154233
2150,125,203,2,90,33,2,0,0.72,0.264,3.248,1.527923530230245
2200,125,202,1,94,30,1,0,0.752,0.24,3.232,1.5312409762702952
2250,125,202,1,94,30,1,0,0.752,0.24,3.232,1.532354375792507
2300,125,203,1,92,32,1,0,0.736,0.256,3.248,1.5330176719706068
2350,125,202,3,90,32,3,0,0.72,0.256,3.232,1.5337934705123784
2400,125,199,6,90,29,6,0,0.72,0.232,3.184,1.5212287337956327
2450,125,199,5,92,28,5,0,0.736,0.224,3.184,1.518432023892854
2500,125,198,6,92,27,6,0,0.736,0.216,3.168,1.5180466833282413
2550,125,201,3,92,30,3,0,0.736,0.24,3.216,1.520688263157111
