time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
3250,125,198,5,95,24,5,1,0.76,0.192,3.168,1.500380687105771
3300,125,199,3,96,26,3,0,0.768,0.208,3.184,1.499905179160291
3350,125,201,4,90,31,4,0,0.72,0.248,3.216,1.4985068057731503
3400,125,191,8,102,15,8,0,0.816,0.12,3.056,1.4838554042493175
3450,125,196,9,90,26,9,0,0.72,0.208,3.136,1.4965826529344566
3500,125,191,10,98,17,10,0,0.784,0.136,3.056,1.4811242978715242
3550,125,195,8,97,17,8,3,0.776,0.136,3.12,1.4960890213123068
3600,125,191,8,102,15,8,0,0.816,0.12,3.056,1.4771367208739365
3650,125,193,9,96,20,9,0,0.768,0.16,3.088,1.499529671267917
3700,125,196,6,96,23,6,0,0.768,0.184,3.136,1.4996504302690268
3750,125,192,13,90,22,13,0,0.72,0.176,3.072,1.4971938507656102
3800,125,199,5,93,26,5,1,0.744,0.208,3.184,1.5000209439996126
3850,125,199,7,88,30,7,0,0.704,0.24,3.184,1.5048081395129993
3900,125,193,9,96,20,9,0,0.768,0.16,3.088,1.4945069106174897
3950,125,194,8,96,21,8,0,0.768,0.168,3.104,1.4800688486237354
4000,125,192,8,100,17,8,0,0.8,0.136,3.072,1.4779367543154784
4050,125,193,6,102,17,6,0,0.816,0.136,3.088,1.4767520826671678
4100,125,195,6,98,21,6,0,0.784,0.168,3.12,1.4771985215304027
4150,125,193,6,102,17,6,0,0.816,0.136,3.088,1.4686224597844542
4200,125,195,4,102,19,4,0,0.816,0.152,3.12,1.475299482507732
4250,125,196,4,100,21,4,0,0.8,0.168,3.136,1.475471149977455
4300,125,196,3,102,20,3,0,0.816,0.16,3.136,1.4736083364917456
4350,125,198,4,96,25,4,0,0.768,0.2,3.168,1.4778165273523252
4400,125,200,4,92,29,4,0,0.736,0.232,3.2,1.4812234574587018
4450,125,200,2,96,27,2,0,0.768,0.216,3.2,1.478580467171294
4500,125,201,2,94,29,2,0,0.752,0.232,3.216,1.4787588735186228
