time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
1450,64,107,2,38,24,2,0,0.59375,0.375,3.34375,1.523012148192987
1500,64,103,2,46,16,2,0,0.71875,0.25,3.21875,1.4965103935340394
1550,64,106,3,40,19,3,2,0.625,0.296875,3.3125,1.5176408373138566
1600,64,107,1,40,23,1,0,0.625,0.359375,3.34375,1.5158441499715878
1650,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.52188582009449
1700,64,100,4,48,12,4,0,0.75,0.1875,3.125,1.503975597666278
1750,64,105,3,42,17,3,2,0.65625,0.265625,3.28125,1.523974495262886
1800,64,102,6,40,18,6,0,0.625,0.28125,3.1875,1.4999778255640734
1850,64,110,1,36,25,1,2,0.5625,0.390625,3.4375,1.5217903767713943
1900,64,108,0,40,24,0,0,0.625,0.375,3.375,1.5197502076130374
1950,64,108,4,32,28,4,0,0.5,0.4375,3.375,1.5222602875829498
2000,64,105,3,40,21,3,0,0.625,0.328125,3.28125,1.519134168479955
2050,64,104,3,42,19,3,0,0.65625,0.296875,3.25,1.5097088073753704
2100,64,109,3,32,29,3,0,0.5,0.453125,3.40625,1.5415922181117387
2150,64,110,5,27,31,5,1,0.421875,0.484375,3.4375,1.5566578949177496
2200,64,108,3,35,25,3,1,0.546875,0.390625,3.375,1.545123940111415
2250,64,105,2,39,22,3,0,0.609375,0.34375,3.28125,1.5340099072292968
2300,64,107,4,34,26,4,0,0.53125,0.40625,3.34375,1.5215785155762198
2350,64,104,6,37,20,6,1,0.578125,0.3125,3.25,1.5141765010425077
2400,64,102,6,40,18,6,0,0.625,0.28125,3.1875,1.5078070772776655
2450,64,106,5,34,25,5,0,0.53125,0.390625,3.3125,1.5190879286583951
2500,64,106,3,39,21,3,1,0.609375,0.328125,3.3125,1.5120332156339171
2550,64,108,2,38,22,2,2,0.59375,0.34375,3.375,1.5358824310989287
2600,64,98,8,44,12,8,0,0.6875,0.1875,3.0625,1.484224316691465
2650,64,103,4,42,18,4,0,0.65625,0.28125,3.21875,1.5117036181282766
2700,64,106,4,36,24,4,0,0.5625,0.375,3.3125,1.530970992885349
2750,64,106,2,40,22,2,0,0.625,0.34375,3.3125,1.5204929650897252
2800,64,109,0,38,26,0,0,0.59375,0.40625,3.40625,1.5263521032724985
2850,64,104,5,38,21,5,0,0.59375,0.328125,3.25,1.5246066450476405
2900,64,109,1,36,27,1,0,0.5625,0.421875,3.40625,1.525156898267877
2950,64,105,3,40,21,3,0,0.625,0.328125,3.28125,1.5146713629030744
3000,64,107,0,42,22,0,0,0.65625,0.34375,3.34375,1.5250289944426045
3050,64,103,3,44,17,3,0,0.6875,0.265625,3.21875,1.5167875428450988
3100,64,106,1,42,21,1,0,0.65625,0.328125,3.3125,1.5149915581465212
3150,64,107,4,34,26,4,0,0.53125,0.40625,3.34375,1.5202735554293527
3200,64,103,5,40,19,5,0,0.625,0.296875,3.21875,1.5145329707930464
3250,64,105,3,43,15,3,3,0.671875,0.234375,3.28125,1.50930667424671
3300,64,105,3,40,21,3,0,0.625,0.328125,3.28125,1.5105229371837463
3350,64,105,2,42,20,2,0,0.65625,0.3125,3.28125,1.5043430238724869
3400,64,109,2,35,26,2,1,0.546875,0.40625,3.40625,1.5246134418238877
3450,64,106,1,42,21,1,0,0.65625,0.328125,3.3125,1.4826812482327358
3500,64,107,2,38,24,2,0,0.59375,0.375,3.34375,1.5249758402580702
3550,64,112,3,28,31,3,2,0.4375,0.484375,3.5,1.5309159311021328
3600,64,107,3,36,25,3,0,0.5625,0.390625,3.34375,1.5182721991347354
3650,64,113,2,28,32,2,2,0.4375,0.5,3.53125,1.5193980413050732
3700,64,113,0,30,34,0,0,0.46875,0.53125,3.53125,1.5360784682539328
3750,64,108,3,34,27,3,0,0.53125,0.421875,3.375,1.5173359780092317
3800,64,110,1,34,29,1,0,0.53125,0.453125,3.4375,1.520445584103988
3850,64,112,0,34,28,0,2,0.53125,0.4375,3.5,1.5298501933297124
3900,64,109,1,37,25,1,1,0.578125,0.390625,3.40625,1.5107773071977866
3950,64,108,0,40,24,0,0,0.625,0.375,3.375,1.5066494213659045
4000,64,108,2,36,26,2,0,0.5625,0.40625,3.375,1.5014713079886053
4050,64,108,0,40,24,0,0,0.625,0.375,3.375,1.4943973433436273
4100,64,107,0,42,22,0,0,0.65625,0.34375,3.34375,1.5023166049685934
4150,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5122635236927418
4200,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5124194658895593
4250,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5088337483095593
4300,64,107,0,42,22,0,0,0.65625,0.34375,3.34375,1.4965385100384088
4350,64,108,0,40,24,0,0,0.625,0.375,3.375,1.5031395492946245
4400,64,112,0,32,32,0,0,0.5,0.5,3.5,1.5173445164747072
4450,64,111,0,34,30,0,0,0.53125,0.46875,3.46875,1.5070033354813126
4500,64,110,0,36,28,0,0,0.5625,0.4375,3.4375,1.5072921004742619
