time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
0,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.571917426102516
50,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.5698341232676187
100,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.5677788489751252
150,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.5719080472961775
200,27,53,0,2,25,0,0,0.07407407407407407,0.9259259259259259,3.925925925925926,1.5772048351617491
250,27,53,0,2,25,0,0,0.07407407407407407,0.9259259259259259,3.925925925925926,1.576021324183707
300,27,53,0,2,25,0,0,0.07407407407407407,0.9259259259259259,3.925925925925926,1.5830653581134109
350,27,51,1,4,22,1,0,0.14814814814814814,0.8148148148148148,3.7777777777777777,1.5676360792387047
400,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.5702941369313383
450,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5612351993988267
500,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5682299597362799
550,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5594054059268239
600,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.5766321141041089
650,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5586646612510802
700,27,48,0,12,15,0,0,0.4444444444444444,0.5555555555555556,3.5555555555555554,1.529801094832666
750,27,48,0,12,15,0,0,0.4444444444444444,0.5555555555555556,3.5555555555555554,1.5190037355630377
800,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5399697670907562
850,27,47,0,14,13,0,0,0.5185185185185185,0.48148148148148145,3.4814814814814814,1.5173792948949656
900,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.556804203172597
950,27,47,1,12,14,1,0,0.4444444444444444,0.5185185185185185,3.4814814814814814,1.51862402020995
1000,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5546616386249306
1050,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5352749506129406
1100,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5497572454340445
1150,27,48,1,10,16,1,0,0.37037037037037035,0.5925925925925926,3.5555555555555554,1.5360088033501074
1200,27,49,1,10,14,1,2,0.37037037037037035,0.5185185185185185,3.6296296296296298,1.5331692992520014
1250,27,50,1,6,20,1,0,0.2222222222222222,0.7407407407407407,3.7037037037037037,1.5618338127985505
1300,27,47,0,14,13,0,0,0.5185185185185185,0.48148148148148145,3.4814814814814814,1.5212961475188986
1350,27,48,1,10,16,1,0,0.37037037037037035,0.5925925925925926,3.5555555555555554,1.5330060502091254
1400,27,49,0,11,15,0,1,0.4074074074074074,0.5555555555555556,3.6296296296296298,1.529584067084042
1450,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.529019348681323
1500,27,49,1,8,18,1,0,0.2962962962962963,0.6666666666666666,3.6296296296296298,1.5309490149772582
1550,27,47,1,12,14,1,0,0.4444444444444444,0.5185185185185185,3.4814814814814814,1.5287690196593928
1600,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.529210023646626
1650,27,49,1,8,18,1,0,0.2962962962962963,0.6666666666666666,3.6296296296296298,1.528278028367553
1700,27,50,0,9,17,0,1,0.3333333333333333,0.6296296296296297,3.7037037037037037,1.5286755018249572
1750,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5304401948297324
1800,27,46,0,16,11,0,0,0.5925925925925926,0.4074074074074074,3.4074074074074074,1.5021532352159506
1850,27,47,0,14,13,0,0,0.5185185185185185,0.48148148148148145,3.4814814814814814,1.515991926371865
1900,27,47,1,12,14,1,0,0.4444444444444444,0.5185185185185185,3.4814814814814814,1.510412316587696
1950,27,46,2,12,13,2,0,0.4444444444444444,0.48148148148148145,3.4074074074074074,1.5182630388592642
2000,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5296914669240629
2050,27,48,0,12,15,0,0,0.4444444444444444,0.5555555555555556,3.5555555555555554,1.5267537659676453
2100,27,46,0,16,11,0,0,0.5925925925925926,0.4074074074074074,3.4074074074074074,1.537659592024169
2150,27,49,0,11,15,0,1,0.4074074074074074,0.5555555555555556,3.6296296296296298,1.5351031930536727
2200,27,44,1,18,8,1,0,0.6666666666666666,0.2962962962962963,3.259259259259259,1.5209742117369336
2250,27,47,1,12,14,1,0,0.4444444444444444,0.5185185185185185,3.4814814814814814,1.5191414281061724
2300,27,45,0,18,9,0,0,0.6666666666666666,0.3333333333333333,3.3333333333333335,1.4965324254403223
2350,27,48,2,8,17,2,0,0.2962962962962963,0.6296296296296297,3.5555555555555554,1.5361992705831007
2400,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.544601629857818
2450,27,49,1,9,16,1,1,0.3333333333333333,0.5925925925925926,3.6296296296296298,1.5287020813581553
2500,27,47,1,12,14,1,0,0.4444444444444444,0.5185185185185185,3.4814814814814814,1.5099847080171118
2550,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5401460134355085
2600,27,50,0,9,17,0,1,0.3333333333333333,0.6296296296296297,3.7037037037037037,1.5528723097745256
2650,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5387330589325443
2700,27,49,0,11,15,0,1,0.4074074074074074,0.5555555555555556,3.6296296296296298,1.5271972717270559
2750,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5343675128522667
2800,27,47,2,10,15,2,0,0.37037037037037035,0.5555555555555556,3.4814814814814814,1.5309497050436986
2850,27,48,1,10,16,1,0,0.37037037037037035,0.5925925925925926,3.5555555555555554,1.5303320109765597
2900,27,49,1,8,18,1,0,0.2962962962962963,0.6666666666666666,3.6296296296296298,1.5346667762304653
2950,27,52,0,4,23,0,0,0.14814814814814814,0.8518518518518519,3.8518518518518516,1.575468337288136
3000,27,51,1,4,22,1,0,0.14814814814814814,0.8148148148148148,3.7777777777777777,1.566257078862622
3050,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.544450601072422
3100,27,45,1,16,10,1,0,0.5925925925925926,0.37037037037037035,3.3333333333333335,1.4983583869012977
3150,27,50,1,6,20,1,0,0.2222222222222222,0.7407407407407407,3.7037037037037037,1.5492822549738068
3200,27,46,2,12,13,2,0,0.4444444444444444,0.48148148148148145,3.4074074074074074,1.5088319557294854
3250,27,48,0,9,17,1,0,0.3333333333333333,0.6296296296296297,3.5555555555555554,1.5364959414134638
3300,27,49,0,12,13,0,2,0.4444444444444444,0.48148148148148145,3.6296296296296298,1.528255982294856
3350,27,47,1,12,14,1,0,0.4444444444444444,0.5185185185185185,3.4814814814814814,1.520756713227038
3400,27,50,1,6,20,1,0,0.2222222222222222,0.7407407407407407,3.7037037037037037,1.5447107807684681
3450,27,48,0,13,13,0,1,0.48148148148148145,0.48148148148148145,3.5555555555555554,1.521562617291228
3500,27,50,1,6,20,1,0,0.2222222222222222,0.7407407407407407,3.7037037037037037,1.5669287001802177
3550,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5593668933562892
3600,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5476384209161995
3650,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5517622215022344
3700,27,48,1,10,16,1,0,0.37037037037037035,0.5925925925925926,3.5555555555555554,1.5330817400067802
3750,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5377105278403134
3800,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5531238606225088
3850,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5373477050536548
3900,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5284584392725145
3950,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5322609558188884
4000,27,49,0,10,17,0,0,0.37037037037037035,0.6296296296296297,3.6296296296296298,1.5286840349924555
4050,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.544014909671505
4100,27,50,0,8,19,0,0,0.2962962962962963,0.7037037037037037,3.7037037037037037,1.5394087631308515
4150,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.544151763406028
4200,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5451346897769043
4250,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5433239853073497
4300,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.53894397944828
4350,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5425405202309432
4400,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.539575326817817
4450,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5354168978912743
4500,27,51,0,6,21,0,0,0.2222222222222222,0.7777777777777778,3.7777777777777777,1.5375245207146928
