time,n_atoms,n_bonds,sp1,sp2,sp3,undercoord,overcoord,sp2_fraction,sp3_fraction,avg_coordination,avg_bond_length_A
0,27,40,3,22,2,3,0,0.8148148148148148,0.07407407407407407,2.962962962962963,1.4761286704216194
50,27,39,4,22,1,4,0,0.8148148148148148,0.037037037037037035,2.888888888888889,1.4505934689356015
100,27,38,5,22,0,5,0,0.8148148148148148,0.0,2.814814814814815,1.439938184389381
150,27,41,4,18,5,4,0,0.6666666666666666,0.18518518518518517,3.037037037037037,1.4613553610329515
200,27,40,4,20,3,4,0,0.7407407407407407,0.1111111111111111,2.962962962962963,1.4461854773995941
250,27,42,2,20,5,2,0,0.7407407407407407,0.18518518518518517,3.111111111111111,1.4689056830660618
300,27,41,2,22,3,2,0,0.8148148148148148,0.1111111111111111,3.037037037037037,1.4688676825741998
350,27,41,2,22,3,2,0,0.8148148148148148,0.1111111111111111,3.037037037037037,1.4551964421681656
400,27,42,2,20,5,2,0,0.7407407407407407,0.18518518518518517,3.111111111111111,1.4867570839491258
450,27,42,2,20,5,2,0,0.7407407407407407,0.18518518518518517,3.111111111111111,1.4812249299106581
500,27,41,3,20,4,3,0,0.7407407407407407,0.14814814814814814,3.037037037037037,1.468672437646936
550,27,41,3,20,4,3,0,0.7407407407407407,0.14814814814814814,3.037037037037037,1.4845232222419635
600,27,41,3,20,4,3,0,0.7407407407407407,0.14814814814814814,3.037037037037037,1.4964311304856621
650,27,41,3,20,4,3,0,0.7407407407407407,0.14814814814814814,3.037037037037037,1.4934778029422877
700,27,40,4,20,3,4,0,0.7407407407407407,0.1111111111111111,2.962962962962963,1.4928878255080644
750,27,39,5,20,2,5,0,0.7407407407407407,0.07407407407407407,2.888888888888889,1.48155206718524
800,27,39,5,20,2,5,0,0.7407407407407407,0.07407407407407407,2.888888888888889,1.4841371279702789
850,27,40,4,20,3,4,0,0.7407407407407407,0.1111111111111111,2.962962962962963,1.4758306629238054
900,27,39,4,22,1,4,0,0.8148148148148148,0.037037037037037035,2.888888888888889,1.478213745104478
950,27,40,3,22,2,3,0,0.8148148148148148,0.07407407407407407,2.962962962962963,1.4848630544946584
1000,27,39,4,22,1,4,0,0.8148148148148148,0.037037037037037035,2.888888888888889,1.4670365741590825
1050,27,39,6,18,3,6,0,0.6666666666666666,0.1111111111111111,2.888888888888889,1.4734478469814276
1100,27,40,4,20,3,4,0,0.7407407407407407,0.1111111111111111,2.962962962962963,1.4877379267509308
1150,27,44,2,17,7,2,1,0.6296296296296297,0.25925925925925924,3.259259259259259,1.527335073451078
1200,27,38,6,20,1,6,0,0.7407407407407407,0.037037037037037035,2.814814814814815,1.4544616142191646
1250,27,41,4,19,3,4,1,0.7037037037037037,0.1111111111111111,3.037037037037037,1.5020685826333744
1300,27,41,3,20,4,3,0,0.7407407407407407,0.14814814814814814,3.037037037037037,1.5284362012754877
1350,27,38,5,22,0,5,0,0.8148148148148148,0.0,2.814814814814815,1.484626394970232
1400,27,40,2,24,1,2,0,0.8888888888888888,0.037037037037037035,2.962962962962963,1.497653234688185
1450,27,38,5,22,0,5,0,0.8148148148148148,0.0,2.814814814814815,1.4609927380928927
1500,27,42,1,23,2,1,1,0.8518518518518519,0.07407407407407407,3.111111111111111,1.529831981415556
1550,27,40,2,24,1,2,0,0.8888888888888888,0.037037037037037035,2.962962962962963,1.4902648832660652
1600,27,43,0,22,5,0,0,0.8148148148148148,0.18518518518518517,3.185185185185185,1.5221554136436573
1650,27,40,2,24,1,2,0,0.8888888888888888,0.037037037037037035,2.962962962962963,1.467450100999358
1700,27,40,2,24,1,2,0,0.8888888888888888,0.037037037037037035,2.962962962962963,1.4988019285479641
1750,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4533988198198324
1800,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4602017048248705
1850,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.466276011156323
1900,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4380102159671406
1950,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4646072668094934
2000,27,41,0,26,1,0,0,0.9629629629629629,0.037037037037037035,3.037037037037037,1.4744344848687403
2050,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4597992130964215
2100,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4545310895041677
2150,27,39,4,22,1,4,0,0.8148148148148148,0.037037037037037035,2.888888888888889,1.4459150247408041
2200,27,39,3,24,0,3,0,0.8888888888888888,0.0,2.888888888888889,1.4579345408337248
2250,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4415341380541438
2300,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4642445048010027
2350,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4559112840651112
2400,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4379367540815167
2450,27,39,3,24,0,3,0,0.8888888888888888,0.0,2.888888888888889,1.445327429150094
2500,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4363831958228848
2550,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.454580321215544
2600,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4427497632899573
2650,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4579619122589915
2700,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4598926943159996
2750,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.455852411285794
2800,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.44659446577657
2850,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4426809969827006
2900,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4406416904937003
2950,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4357822009938093
3000,27,41,0,26,1,0,0,0.9629629629629629,0.037037037037037035,3.037037037037037,1.4614640654312236
3050,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4470291641037396
3100,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4597478884157173
3150,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4447770435714884
3200,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4474500199586626
3250,27,42,1,23,2,1,1,0.8518518518518519,0.07407407407407407,3.111111111111111,1.4517844108645266
3300,27,39,3,24,0,3,0,0.8888888888888888,0.0,2.888888888888889,1.4350669701046286
3350,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.448462640491171
3400,27,41,1,24,2,1,0,0.8888888888888888,0.07407407407407407,3.037037037037037,1.4643554163810648
3450,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4438472281828107
3500,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4458221349172788
3550,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.450952260362407
3600,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.453153046847223
3650,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4504661548413025
3700,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4436545789834458
3750,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4591970980561968
3800,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.448857318138514
3850,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4377036955570361
3900,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4399906943046696
3950,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4263343117714933
4000,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4354312504250155
4050,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4314487380780188
4100,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.420323689334783
4150,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4335707141702605
4200,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.419127076079329
4250,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.419656839008848
4300,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4177159685232918
4350,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4272618674034288
4400,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4268665123922912
4450,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.41986927781372
4500,27,40,1,26,0,1,0,0.9629629629629629,0.0,2.962962962962963,1.4120551759173658
