Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -6.9400      -6.9792       0.0392   303.2
0.0500          -6.9636      -7.0341       0.0704   544.8
0.1000          -6.9678      -7.0425       0.0747   577.7
0.1500          -6.9639      -7.0383       0.0744   575.5
0.2000          -6.9501      -7.0324       0.0823   636.9
0.2500          -6.9246      -7.0155       0.0909   703.1
0.3000          -6.8993      -7.0041       0.1048   810.8
0.3500          -6.8666      -6.9941       0.1276   986.8
0.4000          -6.8387      -6.9688       0.1301  1006.7
0.4500          -6.8106      -6.9719       0.1613  1247.9
0.5000          -6.7780      -6.9656       0.1876  1451.3
0.5500          -6.7426      -6.9385       0.1959  1515.5
0.6000          -6.7075      -6.9066       0.1992  1540.8
0.6500          -6.6757      -6.8938       0.2181  1687.6
0.7000          -6.6359      -6.8720       0.2361  1826.3
0.7500          -6.6028      -6.8530       0.2503  1936.3
0.8000          -6.5714      -6.8467       0.2754  2130.3
0.8500          -6.5345      -6.8285       0.2940  2274.8
0.9000          -6.4983      -6.8032       0.3050  2359.5
0.9500          -6.4578      -6.7765       0.3187  2465.6
1.0000          -6.4127      -6.7621       0.3495  2703.6
1.0500          -6.3850      -6.7656       0.3806  2944.1
1.1000          -6.3738      -6.7724       0.3986  3083.7
1.1500          -6.3591      -6.7432       0.3841  2971.2
1.2000          -6.3601      -6.7102       0.3501  2708.5
1.2500          -6.3592      -6.7588       0.3996  3091.6
1.3000          -6.3649      -6.7799       0.4151  3211.2
1.3500          -6.3627      -6.7676       0.4049  3132.5
1.4000          -6.3720      -6.7365       0.3645  2819.7
1.4500          -6.3751      -6.7360       0.3609  2792.4
1.5000          -6.3839      -6.7668       0.3829  2962.1
1.5500          -6.3940      -6.8021       0.4081  3157.3
1.6000          -6.3928      -6.7979       0.4051  3134.0
1.6500          -6.3982      -6.8024       0.4042  3127.3
1.7000          -6.4087      -6.7828       0.3741  2894.2
1.7500          -6.4198      -6.7931       0.3733  2887.8
1.8000          -6.4200      -6.8070       0.3870  2993.9
1.8500          -6.4209      -6.8186       0.3977  3076.7
1.9000          -6.4231      -6.8262       0.4031  3118.7
1.9500          -6.4228      -6.8183       0.3955  3059.9
2.0000          -6.4238      -6.7863       0.3625  2804.5
2.0500          -6.4242      -6.7999       0.3757  2906.7
2.1000          -6.4210      -6.7731       0.3521  2723.7
2.1500          -6.4249      -6.8217       0.3967  3069.4
2.2000          -6.4418      -6.8137       0.3719  2877.3
2.2500          -6.4498      -6.8311       0.3813  2949.8
2.3000          -6.4636      -6.8373       0.3737  2891.0
2.3500          -6.4671      -6.9061       0.4390  3396.0
2.4000          -6.4738      -6.8265       0.3528  2729.1
2.4500          -6.4753      -6.8699       0.3946  3052.8
2.5000          -6.4611      -6.8512       0.3901  3017.8
2.5500          -6.4671      -6.8371       0.3701  2862.9
2.6000          -6.4717      -6.8721       0.4004  3097.5
2.6500          -6.4707      -6.8803       0.4096  3168.9
2.7000          -6.4702      -6.8569       0.3867  2991.3
2.7500          -6.4762      -6.8719       0.3957  3061.1
2.8000          -6.4718      -6.8868       0.4149  3210.2
2.8500          -6.4811      -6.8839       0.4028  3116.0
2.9000          -6.4757      -6.8797       0.4040  3125.5
2.9500          -6.4771      -6.8647       0.3876  2998.4
3.0000          -6.4740      -6.8698       0.3958  3061.9
3.0500          -6.4812      -6.9152       0.4340  3357.8
3.1000          -6.4784      -6.8760       0.3976  3075.9
3.1500          -6.4831      -6.8423       0.3591  2778.5
3.2000          -6.4783      -6.8542       0.3759  2908.0
3.2500          -6.4791      -6.8565       0.3774  2919.9
3.3000          -6.4762      -6.8608       0.3846  2975.6
3.3500          -6.4843      -6.8332       0.3489  2699.4
3.4000          -6.4818      -6.8567       0.3749  2900.1
3.4500          -6.4871      -6.8847       0.3975  3075.6
3.5000          -6.4894      -6.8754       0.3859  2985.8
3.5500          -6.4981      -6.8689       0.3708  2868.5
3.6000          -6.5144      -6.8900       0.3756  2905.8
3.6500          -6.5365      -6.9245       0.3880  3001.8
3.7000          -6.5754      -6.9242       0.3488  2698.6
3.7500          -6.6157      -6.9581       0.3424  2648.8
3.8000          -6.6504      -6.9812       0.3309  2559.7
3.8500          -6.6929      -7.0002       0.3073  2377.1
3.9000          -6.7321      -7.0228       0.2907  2248.8
3.9500          -6.7722      -7.0458       0.2737  2117.1
4.0000          -6.8132      -7.0650       0.2518  1948.1
4.0500          -6.8561      -7.0932       0.2371  1834.4
4.1000          -6.8914      -7.1083       0.2169  1678.1
4.1500          -6.9291      -7.1232       0.1941  1501.9
4.2000          -6.9677      -7.1489       0.1813  1402.3
4.2500          -7.0048      -7.1518       0.1470  1137.2
4.3000          -7.0446      -7.1946       0.1500  1160.8
4.3500          -7.0843      -7.2194       0.1351  1045.0
4.4000          -7.1225      -7.2346       0.1122   867.7
4.4500          -7.1600      -7.2586       0.0986   763.1
4.5000          -7.1960      -7.2661       0.0701   542.2
