Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
0.0000          -6.2727      -6.3274       0.0547   423.5
0.0500          -6.5032      -6.7325       0.2293  1773.8
0.1000          -6.6464      -6.8167       0.1703  1317.3
0.1500          -6.7205      -6.8630       0.1424  1102.0
0.2000          -6.7627      -6.8695       0.1068   826.3
0.2500          -6.7809      -6.9134       0.1325  1025.2
0.3000          -6.7827      -6.9200       0.1373  1062.0
0.3500          -6.7683      -6.9118       0.1435  1110.0
0.4000          -6.7476      -6.8982       0.1506  1165.5
0.4500          -6.7282      -6.9017       0.1735  1342.1
0.5000          -6.6985      -6.8788       0.1803  1394.8
0.5500          -6.6649      -6.8873       0.2223  1719.9
0.6000          -6.6332      -6.8414       0.2082  1610.6
0.6500          -6.5943      -6.8208       0.2265  1752.2
0.7000          -6.5610      -6.7922       0.2313  1789.2
0.7500          -6.5275      -6.7860       0.2585  2000.0
0.8000          -6.4981      -6.8415       0.3434  2656.5
0.8500          -6.4570      -6.8179       0.3609  2792.2
0.9000          -6.4516      -6.7764       0.3248  2512.5
0.9500          -6.4081      -6.6935       0.2854  2208.2
1.0000          -6.3832      -6.7082       0.3250  2514.1
1.0500          -6.3422      -6.6763       0.3341  2584.5
1.1000          -6.3175      -6.6736       0.3561  2754.6
1.1500          -6.2971      -6.6878       0.3907  3022.5
1.2000          -6.2724      -6.7037       0.4313  3336.6
1.2500          -6.2603      -6.6438       0.3834  2966.5
1.3000          -6.2430      -6.6321       0.3891  3010.0
1.3500          -6.2356      -6.6808       0.4452  3443.9
1.4000          -6.2264      -6.5925       0.3661  2832.2
1.4500          -6.2189      -6.5947       0.3758  2907.5
1.5000          -6.2256      -6.6335       0.4079  3155.6
1.5500          -6.2490      -6.6814       0.4324  3345.0
1.6000          -6.2398      -6.6439       0.4040  3125.9
1.6500          -6.2553      -6.6838       0.4285  3315.4
1.7000          -6.2758      -6.6996       0.4238  3278.6
1.7500          -6.2649      -6.6772       0.4123  3189.7
1.8000          -6.2623      -6.5770       0.3147  2434.7
1.8500          -6.2544      -6.6472       0.3928  3038.6
1.9000          -6.2649      -6.6078       0.3429  2652.5
1.9500          -6.2651      -6.6713       0.4062  3142.2
2.0000          -6.2646      -6.6784       0.4138  3201.6
2.0500          -6.2619      -6.6380       0.3761  2909.8
2.1000          -6.2650      -6.5886       0.3237  2504.1
2.1500          -6.2868      -6.6531       0.3663  2833.9
2.2000          -6.3036      -6.7006       0.3970  3071.2
2.2500          -6.3104      -6.6809       0.3705  2866.3
2.3000          -6.3202      -6.7606       0.4403  3406.5
2.3500          -6.3115      -6.7306       0.4190  3241.7
2.4000          -6.3400      -6.7166       0.3766  2913.6
2.4500          -6.3438      -6.7267       0.3830  2962.8
2.5000          -6.3599      -6.7418       0.3820  2954.9
2.5500          -6.3733      -6.7267       0.3534  2733.8
2.6000          -6.3870      -6.7639       0.3770  2916.4
2.6500          -6.3940      -6.7736       0.3796  2936.7
2.7000          -6.4041      -6.7717       0.3676  2843.9
2.7500          -6.4042      -6.7998       0.3956  3060.3
2.8000          -6.4050      -6.7427       0.3376  2612.0
2.8500          -6.4087      -6.8278       0.4191  3242.4
2.9000          -6.4049      -6.7223       0.3174  2455.3
2.9500          -6.4116      -6.8032       0.3916  3029.3
3.0000          -6.4008      -6.8194       0.4186  3238.1
3.0500          -6.4142      -6.8164       0.4023  3112.0
3.1000          -6.3910      -6.8392       0.4481  3466.9
3.1500          -6.4071      -6.7607       0.3537  2736.0
3.2000          -6.4186      -6.7674       0.3488  2698.3
3.2500          -6.4055      -6.7707       0.3652  2825.4
3.3000          -6.3934      -6.7020       0.3086  2387.5
3.3500          -6.3916      -6.8040       0.4123  3190.0
3.4000          -6.3889      -6.7023       0.3134  2425.0
3.4500          -6.3849      -6.7793       0.3944  3051.0
3.5000          -6.3817      -6.7972       0.4155  3214.1
3.5500          -6.3976      -6.7764       0.3787  2929.9
3.6000          -6.4383      -6.8238       0.3855  2982.4
3.6500          -6.4697      -6.8425       0.3728  2883.8
3.7000          -6.5149      -6.8615       0.3466  2681.5
3.7500          -6.5446      -6.8837       0.3391  2623.7
3.8000          -6.5864      -6.8823       0.2959  2289.3
3.8500          -6.6143      -6.9221       0.3078  2381.6
3.9000          -6.6514      -6.9251       0.2737  2117.5
3.9500          -6.6901      -6.8996       0.2095  1620.7
4.0000          -6.7362      -7.0006       0.2643  2044.9
4.0500          -6.7700      -7.0305       0.2605  2015.0
4.1000          -6.8146      -7.0245       0.2099  1623.8
4.1500          -6.8507      -7.0280       0.1774  1372.2
4.2000          -6.8903      -7.0480       0.1577  1219.8
4.2500          -6.9247      -7.0818       0.1572  1215.8
4.3000          -6.9661      -7.1263       0.1602  1239.2
4.3500          -7.0032      -7.1427       0.1396  1079.7
4.4000          -7.0401      -7.1512       0.1111   859.4
4.4500          -7.0781      -7.1738       0.0957   740.3
4.5000          -7.1135      -7.1761       0.0626   484.1
